x,y,VCP0.32f30000h0,VCP0.71f30000h0,VCP1.18f30000h0,elevation,HCP0.32f30000h0,HCP0.71f30000h0,HCP1.18f30000h0
0.37398374,0.0,11.5,15.506666666666666,19.78,0,12.623333333333331,18.84,22.536666666666665
0.7479674799999999,0.0,11.2,15.386666666666668,19.563333333333333,0,12.453333333333331,18.566666666666663,22.24666666666667
1.1219512196666666,0.0,11.306666666666668,15.353333333333332,19.32,0,12.183333333333335,18.116666666666667,21.74
1.495934959333333,0.0,11.593333333333334,15.296666666666669,18.993333333333336,0,12.183333333333335,18.116666666666667,21.74
1.869918699,0.0,11.643333333333333,15.050000000000002,18.956666666666667,0,11.87,17.386666666666667,21.186666666666667
2.243902439,0.0,11.0,14.636666666666663,18.80333333333333,0,11.65,17.0,20.916666666666668
2.617886179,0.0,10.306666666666668,14.28,18.683333333333334,0,11.576666666666666,16.733333333333334,21.09
2.9918699190000004,0.0,10.04,14.276666666666666,18.566666666666663,0,11.5,16.846666666666668,21.25333333333333
3.365853658666667,0.0,10.01,14.38,18.67,0,11.773333333333332,17.226666666666667,21.64
3.7398373983333335,0.0,10.123333333333331,14.47,18.886666666666667,0,11.706666666666669,17.419999999999998,21.570000000000004
4.113821138,0.0,10.116666666666664,14.586666666666668,19.22,0,11.706666666666669,17.419999999999998,21.570000000000004
4.487804878,0.0,10.15,14.76,19.466666666666665,0,12.066666666666668,17.606666666666666,21.25
4.861788618,0.0,10.226666666666668,15.006666666666666,19.75333333333333,0,12.306666666666668,17.423333333333332,20.62
5.235772358,0.0,10.393333333333333,15.26,20.01,0,12.72,17.400000000000002,20.17
5.609756097666666,0.0,10.69,15.483333333333334,20.26,0,12.769999999999998,17.459999999999997,20.16333333333333
5.983739837333334,0.0,10.666666666666666,15.556666666666668,20.316666666666663,0,12.703333333333331,17.656666666666666,20.396666666666665
6.357723576999999,0.0,10.616666666666667,15.603333333333332,20.41,0,12.803333333333333,17.94,20.62666666666667
6.731707316999999,0.0,10.426666666666668,15.62,20.48,0,12.803333333333333,17.94,20.62666666666667
7.1056910570000005,0.0,10.39,15.660000000000002,20.51333333333333,0,12.976666666666668,18.01666666666667,20.646666666666665
7.479674797,0.0,10.556666666666668,15.706666666666669,20.536666666666665,0,12.786666666666669,17.766666666666666,20.473333333333333
7.853658536666667,0.0,10.590000000000002,15.71,20.57,0,12.32,17.3,20.476666666666663
8.227642276333333,0.0,10.906666666666666,15.829999999999998,20.633333333333333,0,11.963333333333331,17.133333333333333,20.61
8.601626016,0.0,11.0,15.916666666666666,20.51,0,11.916666666666666,17.05333333333333,20.756666666666664
8.975609756,0.0,11.183333333333332,15.926666666666668,20.436666666666667,0,11.916666666666666,17.05333333333333,20.756666666666664
9.349593496,0.0,11.236666666666666,16.003333333333334,20.51,0,11.96,17.026666666666667,20.703333333333333
9.723577237333334,0.0,11.206666666666669,15.96,20.546666666666667,0,11.87,16.956666666666667,20.826666666666664
10.097560978666667,0.0,11.1,15.903333333333336,20.51,0,11.816666666666668,17.14333333333333,21.30333333333333
10.47154472,0.0,11.276666666666666,16.08666666666667,20.686666666666667,0,11.973333333333334,17.819999999999997,21.92333333333333
10.845528460000002,0.0,11.67,16.37,21.08,0,12.15,18.14,22.12
11.219512196666663,0.0,11.923333333333332,16.706666666666667,21.52,0,12.253333333333332,18.366666666666664,22.14
11.593495933333337,0.0,12.313333333333333,17.146666666666665,22.076666666666668,0,12.253333333333332,18.366666666666664,22.14
11.967479669999998,0.0,12.516666666666666,17.656666666666666,22.413333333333338,0,12.453333333333331,18.53,22.55333333333333
12.341463409999998,0.0,13.456666666666669,18.386666666666667,22.896666666666665,0,12.65,19.05333333333333,23.08333333333333
12.715447149999996,0.0,14.263333333333334,18.86,23.21,0,12.863333333333337,19.35333333333333,23.313333333333333
13.08943089,0.0,14.49,18.93,23.39,0,13.13,19.383333333333333,23.090000000000003
13.46341463,0.0,14.24,18.80333333333333,23.473333333333333,0,13.69,19.41,23.15
13.83739837,0.0,13.576666666666668,18.543333333333333,23.4,0,14.213333333333331,19.883333333333333,23.593333333333334
14.21138211,0.0,13.44,18.496666666666663,23.473333333333333,0,14.213333333333331,19.883333333333333,23.593333333333334
14.58536585,0.0,13.426666666666668,18.38,23.58333333333333,0,14.496666666666668,20.58333333333333,24.03
14.95934959,0.0,13.090000000000002,18.07333333333333,23.606666666666666,0,14.31,20.786666666666665,24.340000000000003
15.33333333,0.0,12.663333333333334,17.956666666666667,23.653333333333336,0,14.113333333333337,20.85333333333333,25.16
15.70731707,0.0,12.983333333333334,18.51333333333333,24.01,0,14.023333333333332,21.326666666666668,26.203333333333333
16.08130081,0.0,13.9,19.33333333333333,24.493333333333336,0,14.246666666666664,21.996666666666663,26.71666666666667
16.45528455,0.0,14.663333333333334,19.87,25.14,0,14.77,22.516666666666666,26.51333333333333
16.82926829,0.0,14.806666666666668,20.243333333333336,25.763333333333332,0,14.77,22.516666666666666,26.51333333333333
17.20325203,0.0,15.52,21.293333333333333,26.756666666666664,0,15.503333333333332,22.74,26.44333333333333
17.57723577,0.0,16.75,22.516666666666666,27.543333333333333,0,16.323333333333334,23.313333333333333,27.05
17.95121951,0.0,17.39,22.96333333333333,27.636666666666667,0,16.88,24.12333333333333,27.74666666666667
18.32520325,0.0,16.749999999999996,22.19,26.986666666666665,0,17.64,24.993333333333336,28.16
18.69918699,0.0,15.839999999999998,21.383333333333336,26.460000000000004,0,18.376666666666665,25.540000000000003,28.176666666666662
