x,y,HCP0.32f30000h0,HCP0.71f30000h0,HCP1.18f30000h0,elevation,VCP0.32f30000h0,VCP0.71f30000h0,VCP1.18f30000h0
730840.88,5026170.217,11.11214414,17.25686411,21.66296359,5.13,9.00166479,13.0904208,17.26706532
730841.0222,5026171.261,11.23214414,17.61686411,22.02296359,5.14,8.96166479,13.2304208,17.49706532
730841.1042,5026172.341,11.38214414,17.60686411,21.88296359,5.15,8.98166479,13.2704208,17.47706532
730841.187,5026173.399,11.43214414,17.93686411,21.85296359,5.14,8.98166479,13.3404208,17.46706532
730841.3223,5026174.452,11.49214414,17.96686411,21.97296359,5.155,9.16166479,13.3704208,17.52706532
730841.4576,5026175.506,11.33214414,17.89686411,22.06296359,5.17,9.02166479,13.1804208,17.36706532
730841.6469,5026176.549,11.21214414,17.43686411,21.16296359,5.18,8.84166479,12.9304208,16.91706532
730841.8309,5026177.593,11.29214414,17.19686411,20.80296359,5.185,8.71166479,12.7304208,16.55706532
730842.0149,5026178.637,11.15214414,16.54686411,20.06296359,5.19,8.73166479,12.3604208,16.17706532
730842.1316,5026179.696,10.74214414,16.09686411,20.12296359,5.2,8.41166479,12.1404208,16.01706532
730842.2616,5026180.751,10.39214414,15.63686411,19.91296359,5.205,8.26166479,12.0504208,15.94706532
730842.3916,5026181.807,10.16214414,15.95686411,20.18296359,5.21,8.37166479,12.1804208,16.00706532
730842.5427,5026182.858,10.50214414,16.09686411,19.80296359,5.22,8.50166479,12.4904208,16.50706532
730842.6286,5026183.387,10.73214414,16.43686411,20.38296359,5.22,8.59166479,12.5904208,16.67706532
730842.7144,5026183.915,10.73214414,16.43686411,20.38296359,5.22,8.52166479,12.5704208,16.69706532
730843.0589,5026186.003,10.88214414,16.73686411,20.12296359,5.24,8.71166479,12.5104208,16.41706532
730843.2212,5026187.069,10.74214414,16.51686411,20.51296359,5.24,8.41166479,12.1404208,16.03706532
730843.3863,5026188.13,10.57214414,16.17686411,20.13296359,5.25,8.24166479,11.9704208,15.75706532
730843.5432,5026189.165,10.28214414,16.04686411,19.92296359,5.25,8.23166479,11.9504208,15.81706532
730843.627,5026189.695,10.20214414,15.48686411,19.13296359,5.245,8.18166479,11.8804208,15.56706532
730843.7108,5026190.226,10.20214414,15.48686411,19.13296359,5.24,8.03166479,11.5704208,15.38706532
730844.0001,5026192.322,9.882144144,15.44686411,19.46296359,5.26,7.97166479,11.5904208,15.38706532
730844.1584,5026193.355,9.782144144,15.23686411,19.30296359,5.25,8.16166479,11.7004208,15.49706532
730844.2918,5026194.424,9.742144144,15.45686411,19.98296359,5.26,7.91166479,11.3904208,15.19706532
730844.4289,5026195.464,9.732144144,15.48686411,19.70296359,5.25,7.86166479,11.5004208,15.39706532
730844.4812,5026195.999,9.762144144,15.33686411,19.34296359,5.255,8.02166479,11.8304208,15.86706532
730844.5335,5026196.534,9.762144144,15.33686411,19.34296359,5.26,7.98166479,11.7804208,15.61706532
730844.8565,5026198.637,9.852144144,15.58686411,19.44296359,5.27,8.23166479,11.9804208,15.62706532
730844.9641,5026199.696,9.942144144,15.13686411,19.12296359,5.27,8.12166479,11.6804208,15.34706532
730845.1253,5026200.757,9.702144144,15.23686411,19.16296359,5.26,8.12166479,11.6904208,15.38706532
730845.275,5026201.808,10.03214414,15.43686411,19.17296359,5.26,8.02166479,11.5904208,15.23706532
730845.4079,5026202.855,9.802144144,15.42686411,19.75296359,5.25,8.28166479,11.8104208,15.52706532
730845.5468,5026203.918,10.12214414,15.33686411,19.36296359,5.26,8.33166479,11.8904208,15.72706532
730845.6983,5026204.992,10.02214414,15.45686411,19.52296359,5.26,8.15166479,11.9004208,15.69706532
730845.9307,5026206.036,10.10214414,15.32686411,19.19296359,5.26,8.50166479,11.9604208,15.52706532
730846.163,5026207.08,10.19214414,15.44686411,19.42296359,5.26,8.19166479,11.7404208,15.33706532
730846.2725,5026208.126,10.06214414,15.44686411,19.39296359,5.25,8.14166479,11.7304208,15.47706532
730846.424,5026209.2,10.08214414,15.45686411,19.78296359,5.245,8.15166479,11.7304208,15.66706532
730846.5755,5026210.274,9.922144144,15.50686411,19.56296359,5.24,7.91166479,11.5804208,15.50706532
730846.7056,5026211.29,10.28214414,15.34686411,19.19296359,5.24,8.35166479,12.0904208,15.81706532
730846.8844,5026212.334,10.32214414,15.80686411,19.32296359,5.245,8.63166479,12.0804208,15.47706532
730847.0631,5026213.379,9.942144144,15.24686411,19.35296359,5.25,8.01166479,11.2704208,14.90706532
730847.2205,5026214.436,10.02214414,15.50686411,19.54296359,5.22,8.03166479,11.5704208,15.41706532
730847.3887,5026215.483,9.732144144,15.15686411,19.04296359,5.22,7.89166479,11.4504208,15.24706532
730847.5209,5026216.548,9.862144144,15.36686411,19.57296359,5.21,8.12166479,11.6604208,15.19706532
730847.68,5026217.596,9.822144144,15.40686411,19.84296359,5.21,7.97166479,11.6004208,15.27706532
730847.8182,5026218.676,9.882144144,15.39686411,19.62296359,5.21,7.96166479,11.5904208,15.39706532
730847.9648,5026219.705,9.952144144,15.47686411,19.94296359,5.2,7.97166479,11.6704208,15.45706532
730848.1135,5026220.786,10.09214414,15.66686411,19.80296359,5.19,8.01166479,11.5904208,15.48706532
730848.2562,5026221.813,10.07214414,15.62686411,19.90296359,5.19,8.09166479,11.7004208,15.64706532
730848.399,5026222.841,10.15214414,15.43686411,19.32296359,5.19,8.23166479,11.9904208,15.73706532
730848.5608,5026223.921,9.902144144,15.28686411,19.52296359,5.16,8.33166479,11.9404208,15.65706532
730848.699,5026224.983,9.822144144,15.33686411,19.89296359,5.155,8.02166479,11.7604208,15.74706532
730848.8372,5026226.046,9.652144144,15.47686411,20.04296359,5.15,8.23166479,11.7104208,15.53706532
730848.9859,5026227.09,10.12214414,15.82686411,20.41296359,5.14,8.27166479,11.8004208,15.66706532
730849.1322,5026228.145,10.36214414,15.99686411,20.35296359,5.13,8.31166479,11.9304208,15.61706532
730849.2785,5026229.201,10.15214414,15.99686411,20.50296359,5.12,8.25166479,11.9704208,15.80706532
730849.4227,5026230.261,10.04214414,15.79686411,20.26296359,5.11,8.19166479,11.8904208,15.74706532
730849.5535,5026231.33,10.09214414,15.94686411,20.45296359,5.09,8.19166479,11.9204208,15.94706532
730849.6524,5026232.38,10.30214414,16.12686411,20.89296359,5.09,8.30166479,12.0804208,16.18706532
730849.7129,5026232.904,10.30214414,16.12686411,20.89296359,5.085,8.43166479,12.6104208,16.99706532
730849.7734,5026233.428,10.72214414,16.62686411,20.69296359,5.08,8.85166479,13.3504208,17.77706532
730850.0925,5026235.566,11.19214414,17.08686411,21.00296359,5.05,8.90166479,13.1204208,17.36706532
730850.1859,5026236.087,11.19214414,17.08686411,21.00296359,5.04,8.64166479,12.5204208,16.86706532
730850.2792,5026236.608,11.99214414,17.26686411,21.69296359,5.03,8.71166479,12.7604208,17.19706532
730850.5851,5026238.714,10.92214414,17.37686411,21.96296359,5,8.54166479,12.8404208,17.37706532
730850.6324,5026239.244,10.92214414,17.37686411,21.96296359,4.995,8.84166479,13.2004208,17.82706532
730850.6796,5026239.774,11.22214414,17.73686411,22.13296359,4.99,8.93166479,13.3004208,17.86706532
730850.9463,5026241.881,11.48214414,18.33686411,23.11296359,4.97,8.87166479,13.3604208,18.03706532
730851.011,5026242.416,11.48214414,18.33686411,23.11296359,4.96,9.11166479,13.5404208,18.12706532
730851.0757,5026242.951,11.42214414,18.29686411,23.13296359,4.95,9.03166479,13.5304208,18.25706532
730851.4754,5026245.067,11.68214414,18.87686411,24.71296359,4.98,8.95166479,13.4804208,18.18706532
730851.5549,5026245.573,11.68214414,18.87686411,24.71296359,4.97,9.27166479,13.8904208,18.63706532
730851.6344,5026246.079,11.64214414,18.63686411,22.87296359,4.96,9.74166479,15.2104208,20.17706532
730851.7667,5026248.142,14.51214414,15.83686411,21.62296359,4.96,12.50166479,15.8104208,20.30706532
730851.6287,5026248.627,12.27214414,19.16686411,23.45296359,4.96,10.01166479,15.1604208,20.14706532
730851.4907,5026249.111,12.51214414,18.70686411,22.86296359,4.96,9.78166479,14.8304208,20.07706532
730850.1726,5026250.37,12.85214414,19.48686411,23.38296359,4.9,10.59166479,15.6504208,20.91706532
730849.7548,5026250.481,12.94214414,19.05686411,23.00296359,4.89,11.19166479,16.3104208,21.82706532
730849.337,5026250.591,13.76214414,18.74686411,22.87296359,4.88,11.45166479,16.6404208,21.92706532
730847.8085,5026250.064,12.33214414,19.03686411,23.59296359,4.89,10.77166479,15.6104208,20.59706532
730847.5185,5026249.702,12.72214414,19.13686411,23.03296359,4.875,9.62166479,14.6104208,19.52706532
730847.2284,5026249.34,12.78214414,18.84686411,23.63296359,4.86,10.21166479,14.8604208,19.54706532
730846.6649,5026247.381,12.64214414,18.65686411,22.85296359,4.86,9.40166479,14.3404208,19.21706532
730846.6183,5026246.851,12.64214414,18.65686411,22.85296359,4.835,9.91166479,15.0904208,20.23706532
730846.5716,5026246.322,12.40214414,18.53686411,22.62296359,4.81,10.42166479,15.4004208,20.23706532
730846.2646,5026244.212,12.22214414,18.10686411,22.50296359,4.83,9.74166479,14.6704208,19.61706532
730846.1741,5026243.684,12.22214414,18.10686411,22.50296359,4.83,9.54166479,14.3504208,19.31706532
730846.0836,5026243.156,12.07214414,17.86686411,22.34296359,4.83,10.11166479,15.0904208,20.16706532
730845.7099,5026241.046,12.09214414,16.91686411,21.16296359,4.83,10.46166479,15.7004208,20.72706532
730845.5622,5026239.994,11.66214414,16.68686411,20.98296359,4.84,10.60166479,15.8204208,20.67706532
730845.4144,5026238.942,11.53214414,16.44686411,20.69296359,4.85,10.36166479,15.4004208,20.00706532
730845.3437,5026238.41,11.53214414,16.44686411,20.69296359,4.855,10.12166479,14.8004208,19.21706532
730845.273,5026237.878,11.14214414,16.35686411,21.03296359,4.86,9.33166479,13.9504208,18.49706532
730845.1109,5026236.808,10.64214414,16.12686411,20.86296359,4.85,9.18166479,14.0204208,18.55706532
730844.9667,5026235.747,10.61214414,15.67686411,20.31296359,4.86,9.49166479,14.1604208,18.69706532
730844.845,5026234.679,10.73214414,15.49686411,19.71296359,4.87,9.50166479,13.9504208,18.26706532
730844.7118,5026233.569,10.83214414,15.78686411,19.94296359,4.88,9.15166479,13.6304208,17.85706532
730844.5438,5026231.373,10.93214414,16.38686411,20.97296359,4.9,8.96166479,13.5604208,18.27706532
730844.453,5026230.82,11.19214414,16.43686411,20.71296359,4.905,9.71166479,14.4504208,19.07706532
730844.3621,5026230.267,11.19214414,16.43686411,20.71296359,4.91,10.02166479,14.7004208,19.27706532
730843.9874,5026228.112,11.69214414,16.78686411,21.20296359,4.97,10.11166479,14.5704208,18.97706532
730843.7932,5026227.008,11.68214414,16.81686411,20.81296359,4.98,9.30166479,13.9204208,18.52706532
730843.599,5026225.904,11.81214414,16.62686411,20.44296359,4.99,9.47166479,14.1504208,18.57706532
730843.4155,5026224.811,11.42214414,16.51686411,20.61296359,4.99,9.42166479,14.3804208,18.89706532
730843.2358,5026223.719,11.04214414,16.40686411,20.72296359,4.995,9.75166479,14.4804208,18.79706532
730843.0562,5026222.627,11.09214414,16.26686411,20.45296359,5,9.56166479,14.3104208,18.91706532
730842.9161,5026221.526,11.30214414,16.45686411,20.76296359,5,9.64166479,14.4804208,18.88706532
730842.8257,5026220.979,11.30214414,16.45686411,20.76296359,5.005,9.38166479,13.8604208,18.21706532
730842.7352,5026220.433,11.01214414,16.53686411,20.94296359,5.01,8.84166479,13.2404208,17.64706532
730842.3767,5026218.265,11.34214414,16.86686411,21.09296359,5.02,8.73166479,13.3804208,17.96706532
730842.312,5026217.711,10.99214414,16.42686411,20.14296359,5.02,9.28166479,13.9804208,18.41706532
730842.2474,5026217.156,10.99214414,16.42686411,20.14296359,5.02,9.33166479,14.1904208,18.84706532
730842.0017,5026214.976,11.01214414,16.46686411,20.65296359,5.04,9.47166479,14.4104208,18.91706532
730841.9364,5026214.423,11.01214414,16.46686411,20.65296359,5.04,9.47166479,14.3704208,18.85706532
730841.871,5026213.87,10.98214414,16.42686411,20.53296359,5.04,9.42166479,14.1604208,18.47706532
730841.5956,5026211.679,10.82214414,16.21686411,20.55296359,5.05,9.02166479,13.8104208,18.42706532
730841.5123,5026211.135,10.85214414,16.20686411,20.44296359,5.045,9.28166479,14.1304208,18.78706532
730841.429,5026210.59,10.85214414,16.20686411,20.44296359,5.04,9.43166479,14.2104208,18.80706532
730841.0413,5026208.398,10.94214414,16.60686411,21.04296359,5.06,9.34166479,14.2504208,18.74706532
730840.9543,5026207.862,10.95214414,16.47686411,20.68296359,5.055,9.38166479,14.3004208,18.98706532
730840.8674,5026207.327,10.95214414,16.47686411,20.68296359,5.05,9.67166479,14.6004208,18.95706532
730840.7299,5026206.228,11.31214414,16.47686411,20.69296359,5.07,9.38166479,14.1604208,18.63706532
730840.5523,5026205.115,11.22214414,16.60686411,20.42296359,5.06,9.40166479,14.0704208,18.51706532
730840.384,5026204.035,11.32214414,16.58686411,20.67296359,5.07,9.37166479,14.0004208,18.42706532
730840.207,5026202.942,11.15214414,16.38686411,20.21296359,5.08,9.20166479,13.7904208,18.23706532
730840.0557,5026201.826,11.06214414,16.22686411,20.30296359,5.06,9.15166479,13.6404208,17.94706532
730839.9256,5026200.739,10.95214414,16.38686411,20.29296359,5.07,9.11166479,13.7604208,18.26706532
730839.8035,5026199.646,11.36214414,16.29686411,20.35296359,5.07,9.29166479,14.0304208,18.38706532
730839.6763,5026198.551,11.41214414,16.66686411,20.42296359,5.07,9.42166479,14.1804208,18.65706532
730839.4923,5026197.471,11.10214414,16.48686411,20.31296359,5.07,9.52166479,14.3204208,18.84706532
730839.3107,5026196.363,11.73214414,16.89686411,20.16296359,5.08,9.71166479,14.4404208,18.93706532
730839.1353,5026195.262,11.64214414,16.48686411,19.98296359,5.08,9.52166479,14.0904208,18.38706532
730838.8343,5026193.058,10.67214414,15.96686411,19.99296359,5.07,8.96166479,13.4904208,17.72706532
730838.7544,5026192.507,10.67214414,15.96686411,19.99296359,5.065,8.96166479,13.3304208,17.64706532
730838.6746,5026191.957,10.72214414,15.82686411,19.91296359,5.06,9.01166479,13.3004208,17.63706532
730838.5261,5026190.87,10.87214414,15.99686411,20.21296359,5.05,8.96166479,13.4104208,17.67706532
730838.3865,5026189.756,10.77214414,15.93686411,19.82296359,5.05,9.20166479,13.7204208,18.00706532
730838.222,5026188.645,10.85214414,16.19686411,20.50296359,5.04,9.28166479,13.9104208,18.17706532
730838.0302,5026187.565,11.35214414,16.23686411,19.74296359,5.02,9.54166479,14.2104208,18.69706532
730837.8487,5026186.451,11.42214414,16.49686411,20.41296359,5.02,9.50166479,14.0904208,18.45706532
730837.7127,5026185.347,11.27214414,16.48686411,20.23296359,5.01,9.63166479,14.1904208,18.53706532
730837.5602,5026184.264,11.57214414,16.68686411,20.82296359,5.02,9.46166479,14.0604208,18.56706532
730837.3547,5026183.165,11.39214414,17.03686411,20.89296359,5.01,9.32166479,14.2504208,18.89706532
730837.2058,5026182.054,11.67214414,17.30686411,20.81296359,5,9.69166479,14.6904208,19.35706532
730837.0588,5026180.964,11.85214414,17.26686411,20.99296359,4.98,9.94166479,14.7704208,19.11706532
730836.9324,5026179.881,11.76214414,17.09686411,20.67296359,4.97,9.65166479,14.4404208,18.96706532
730836.7704,5026178.771,11.12214414,16.49686411,20.90296359,4.96,9.52166479,14.1504208,18.62706532
730836.6733,5026177.674,11.05214414,16.51686411,20.70296359,4.96,9.47166479,14.1904208,18.52706532
730836.5557,5026176.567,10.95214414,16.62686411,21.00296359,4.96,9.29166479,14.1004208,18.43706532
730836.5034,5026175.461,11.22214414,17.08686411,21.19296359,4.98,9.07166479,13.8504208,18.39706532
730836.2917,5026174.317,11.31214414,17.12686411,21.52296359,4.94,9.41166479,14.2304208,18.93706532
730836.0819,5026173.264,11.47214414,17.26686411,21.29296359,4.94,9.90166479,15.1304208,19.67706532
730835.8773,5026172.174,11.72214414,17.13686411,21.27296359,4.91,10.14166479,14.9904208,19.55706532
730835.7221,5026171.094,11.54214414,17.04686411,21.52296359,4.92,9.46166479,14.5504208,19.20706532
730835.5904,5026169.979,11.73214414,17.41686411,20.97296359,4.91,9.97166479,14.6904208,18.62706532
