Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
9,10,12,13,142.83,0,0,7.05,-50.62,26.722,C
9,10,13,14,143.57,0,0,11.16,-116.715,153.24,C
9,10,14,15,128.01,0.03,0,0.58,-52.034,153.24,C
9,10,15,16,182.99,0.06,0,-14.15,-91.527,329.975,C
9,10,16,17,165.89,0.07,0,6.3,-51.856,329.975,C
9,10,17,18,151.51,0,0,-3.21,-31.871,333.066,C
9,10,18,19,154.56,0.04,0,1.25,-22.759,333.066,C
9,10,19,20,112.1,0.1,0,1.35,-12.09,335.45,C
9,10,20,21,159.87,0.05,0,8.18,-12.932,335.45,C
9,10,21,22,145.51,0.11,0,-17.48,-9.124,338.033,C
9,10,22,23,97.31,0.32,0,16.28,-4.794,338.033,C
9,10,23,24,76.67,0.14,0,-14.77,-3.001,335.727,C
10,11,1,2,166.57,0.08,0,141.67,-24.765,336.31,C
10,11,2,3,173.21,0.06,0,-63.37,-36.791,336.31,C
10,11,3,4,202.35,0.05,0,76.02,-52.163,272.113,C
10,11,4,5,164.4,0.03,0,18.44,-67.809,272.113,C
10,11,5,6,161.51,0.06,0,-12.87,-51.394,119.96,C
10,11,6,7,211.03,0.03,0,-58.92,-134.302,119.96,C
10,11,7,8,239.37,0.04,0,-137.13,-50.265,15.833,C
10,11,8,9,195.21,0.03,0,-90.07,-163.965,15.833,C
10,11,9,12,200.24,0.04,0,464.64,156.527,4.912,C
10,11,12,13,186.02,0.13,0,8.71,-48.471,4.912,C
10,11,13,14,216.75,0,0,12.55,-133.154,46.319,C
10,11,14,15,206.06,0,0,0.96,-50.636,46.319,C
10,11,15,16,292.72,0.04,0,-14.18,-96.633,124.452,C
10,11,16,17,274.19,0,0,6.4,-51.723,124.452,C
10,11,17,18,240.56,0.07,0,-3.16,-76.175,334.252,C
10,11,18,19,249.35,0.03,0,1.3,-52.638,334.252,C
10,11,19,20,178.79,0,0,1.28,-28.033,354.655,C
10,11,20,21,256.29,0.05,0,8.26,-29.225,354.655,C
10,11,21,22,232.58,0.04,0,-17.63,-19.793,352.91,C
10,11,22,23,160.26,0.05,0,16.4,-10.491,352.91,C
10,11,23,24,126.21,0.1,0,-14.93,-6.406,348.251,C
11,12,1,2,141.51,0.03,0,141.34,-16.347,359.275,C
11,12,2,3,148.91,0.07,0,-60.97,-23.652,359.275,C
11,12,3,4,175.97,0.03,0,81.81,-40.19,361.632,C
11,12,4,5,143.53,0.06,0,21.85,-49.173,361.632,C
11,12,5,6,142.45,0.03,0,-9.59,-51.96,240.636,C
11,12,6,7,190.63,0.03,0,-44.78,-121.681,240.636,C
11,12,7,8,231.1,0.04,0,-113.99,-50.383,41.094,C
11,12,8,9,200.49,0.04,0,10.84,-109.273,41.094,C
11,12,9,10,186.23,0.06,0,-191.75,-48.106,4.869,C
11,12,13,14,156.79,0.07,0,16.79,-213.726,25.694,C
11,12,14,15,148.16,0.06,0,1.4,-50.489,25.694,C
11,12,15,16,208.18,0.05,0,-13.9,-103.992,94.158,C
11,12,16,17,205.02,0.03,0,6.57,-51.205,94.158,C
11,12,17,18,172.34,0.06,0,-3.25,-79.589,304.667,C
11,12,18,19,181.58,0.06,0,1.26,-52.41,304.667,C
11,12,19,20,129.26,0.03,0,1.22,-29.763,364.584,C
11,12,20,21,188.04,0.06,0,8.3,-30.309,364.584,C
11,12,21,22,169.84,0.09,0,-17.74,-20.013,366.488,C
11,12,22,23,118.89,0.03,0,16.49,-10.507,366.488,C
11,12,23,24,92.95,0.04,0,-15.05,-6.346,368.024,C
12,13,1,2,105.69,0.4,0,140.79,-7.554,296.373,C
12,13,2,3,114.43,0.15,0,-59.17,-10.904,296.373,C
12,13,3,4,133.04,0.12,0,85.78,-17.978,305.657,C
12,13,4,5,107.09,0.22,0,23.86,-20.673,305.657,C
12,13,5,6,103.56,0.04,0,-8.24,-30.698,312.911,C
12,13,6,7,135.52,0.1,0,-37.43,-64.277,312.911,C
12,13,7,8,160.74,0,0,-104.24,-51.286,120.281,C
12,13,8,9,137.39,0.06,0,36.46,-87.668,120.281,C
12,13,9,10,143.15,0.06,0,-110.03,-49.868,26.266,C
12,13,10,11,185.42,0.04,0,-151.68,-258.37,26.266,C
12,13,14,15,141.18,0.04,0,4.49,-152.035,20.3,C
12,13,15,16,185.14,0.04,0,-13.31,-49.844,20.3,C
12,13,16,17,194.2,0.03,0,5.94,-134.512,130.561,C
12,13,17,18,150.17,0.03,0,-3.61,-52.006,130.561,C
12,13,18,19,160.09,0.08,0,0.9,-76.207,314.056,C
12,13,19,20,111.09,0,0,0.78,-33.052,314.056,C
12,13,20,21,158.1,0.04,0,8.32,-31.966,320.141,C
12,13,21,22,144,0.08,0,-18.12,-20.381,320.141,C
12,13,22,23,102.24,0.03,0,16.68,-10.558,321.158,C
12,13,23,24,78.69,0.22,0,-15.33,-6.094,321.158,C
13,14,1,2,114.66,0.18,0,140.24,-6.257,294.174,C
13,14,2,3,114.68,0.16,0,-57.49,-8.135,294.174,C
13,14,3,4,140.43,0.17,0,88.88,-13.384,296.433,C
13,14,4,5,109.89,0.08,0,25.59,-14.401,296.433,C
13,14,5,6,107.99,0.05,0,-7.14,-20.381,298.834,C
13,14,6,7,138.16,0.07,0,-32.12,-39.112,298.834,C
13,14,7,8,163.22,0.07,0,-97.96,-52.274,211.293,C
13,14,8,9,135.37,0.08,0,47.1,-75.871,211.293,C
13,14,9,10,142.86,0.03,0,-79.73,-51.095,67.417,C
13,14,10,11,214.41,0.05,0,-88.18,-191.715,67.417,C
13,14,11,12,155.75,0.12,0,-100.56,-48.602,5.882,C
13,14,12,15,163.5,0.17,0,510.97,153.064,5.882,C
13,14,15,16,163.33,0.06,0,-10.66,-170.048,19.624,C
13,14,16,17,193.78,0.05,0,7.19,-50.435,19.624,C
13,14,17,18,141.44,0.06,0,-2.54,-94.957,126.545,C
13,14,18,19,156.42,0.03,0,1.76,-52.505,126.545,C
13,14,19,20,107.32,0.04,0,1.46,-48.275,296.762,C
13,14,20,21,151.58,0.09,0,8.68,-42.615,296.762,C
13,14,21,22,140.22,0.07,0,-17.78,-26.695,301.435,C
13,14,22,23,99.26,0.07,0,16.7,-13.228,301.435,C
13,14,23,24,78.47,0.17,0,-15.21,-7.703,305.3,C
14,15,1,2,103.43,0.18,0,139.26,-4.921,326.463,C
14,15,2,3,105.99,0.21,0,-56.09,-6.418,326.463,C
14,15,3,4,130.36,0.08,0,91.23,-10.412,331.21,C
14,15,4,5,101.41,0.03,0,26.78,-10.799,331.21,C
14,15,5,6,99.3,0.08,0,-6.91,-14.684,334.491,C
14,15,6,7,128.26,0.08,0,-28.85,-27.095,334.491,C
14,15,7,8,150.47,0.05,0,-93.81,-47.992,336.681,C
14,15,8,9,122.71,0.05,0,52.46,-62.624,336.681,C
14,15,9,10,128.14,0.04,0,-62.48,-51.511,151.544,C
14,15,10,11,205.07,0.03,0,-61.17,-164.868,151.544,C
14,15,11,12,147.67,0.06,0,-46.94,-50.554,25.812,C
14,15,12,13,140.5,0.07,0,-83.21,-192.392,25.812,C
14,15,13,16,171.5,0.15,0,457.14,108.195,3.964,C
14,15,16,17,228.1,0.09,0,2.59,-47.968,3.964,C
14,15,17,18,140.68,0.03,0,-2.43,-110.246,59.087,C
14,15,18,19,163.49,0.04,0,1.81,-51.249,59.087,C
14,15,19,20,107.31,0.04,0,1.24,-66.275,232.836,C
14,15,20,21,148.41,0.05,0,8.57,-52.378,232.836,C
14,15,21,22,134.01,0.06,0,-17.89,-42.686,336.224,C
14,15,22,23,96.92,0.06,0,16.72,-20.581,336.224,C
14,15,23,24,74.66,0.1,0,-15.29,-10.92,330.848,C
15,16,1,2,152.39,0.08,0,138.73,-5.452,306.843,C
15,16,2,3,168.54,0.2,0,-54.91,-7.537,306.843,C
15,16,3,4,193.04,0.13,0,92.99,-11.098,309.94,C
15,16,4,5,157.21,0.08,0,27.76,-11.75,309.94,C
15,16,5,6,153.57,0.09,0,-6.98,-15.454,312.984,C
15,16,6,7,192.9,0.06,0,-26.53,-26.691,312.984,C
15,16,7,8,224.54,0.03,0,-90.94,-44.787,315.815,C
15,16,8,9,179.07,0.04,0,55.4,-53.576,315.815,C
15,16,9,10,183.35,0.04,0,-52.04,-51.756,186.227,C
15,16,10,11,292.68,0.03,0,-47.56,-144.579,186.227,C
15,16,11,12,208.27,0.03,0,-28.01,-50.367,45.585,C
15,16,12,13,184.64,0.06,0,-35.98,-111.632,45.585,C
15,16,13,14,164.16,0.1,0,-110.78,-47.251,5.426,C
15,16,14,17,162.4,0.2,0,469.71,140.234,5.426,C
15,16,17,18,132.05,0.05,0,-0.72,-133.453,19.05,C
15,16,18,19,198.59,0.04,0,2.49,-50.175,19.05,C
15,16,19,20,138.78,0,0,1.21,-68.656,93.254,C
15,16,20,21,207.87,0.03,0,8.65,-51.421,93.254,C
15,16,21,22,180,0.03,0,-18.27,-85.998,315.208,C
15,16,22,23,135.69,0.03,0,16.6,-40.52,315.208,C
15,16,23,24,105.11,0.05,0,-15.41,-21.163,318.794,C
16,17,1,2,139.86,0.14,0,137.98,-4.257,321.273,C
16,17,2,3,133.49,0.07,0,-53.74,-5.001,321.273,C
16,17,3,4,176.49,0.1,0,94.61,-8.593,334.075,C
16,17,4,5,132.97,0.12,0,28.78,-8.24,334.075,C
16,17,5,6,135.04,0.09,0,-7.01,-10.936,335.835,C
16,17,6,7,169.93,0.1,0,-24.44,-18.349,335.835,C
16,17,7,8,201.45,0.09,0,-88.27,-29.906,335.8,C
16,17,8,9,160.91,0.07,0,57.79,-34.127,335.8,C
16,17,9,10,166.91,0.05,0,-44.56,-52.03,329.041,C
16,17,10,11,273.86,0.07,0,-37.92,-136.587,329.041,C
16,17,11,12,204.89,0.06,0,-18.21,-51.066,93.961,C
16,17,12,13,193.84,0.03,0,-27.44,-96.627,93.961,C
16,17,13,14,193.72,0.05,0,-37.76,-50.593,19.691,C
16,17,14,15,227.62,0,0,-124.2,-237.782,19.691,C
16,17,15,18,198.14,0.11,0,462.44,148.703,4.715,C
16,17,18,19,195.07,0.2,0,2.54,-48.798,4.715,C
16,17,19,20,137.08,0.05,0,2.24,-93.142,51.231,C
16,17,20,21,186.55,0.02,0,9.24,-50.702,51.231,C
16,17,21,22,156.32,0.07,0,-17.33,-122.069,294.38,C
16,17,22,23,117.84,0.08,0,17.08,-52.581,294.38,C
16,17,23,24,89.7,0.04,0,-15.26,-28.088,330.535,C
17,18,1,2,143.61,0.14,0,136.98,-3.847,343.338,C
17,18,2,3,144.26,0.03,0,-52.78,-4.692,343.338,C
17,18,3,4,171.67,0.11,0,95.72,-6.991,349.256,C
17,18,4,5,137.71,0.1,0,29.57,-7.01,349.256,C
17,18,5,6,132.91,0.08,0,-7.4,-8.666,351.512,C
17,18,6,7,169.48,0.08,0,-23.11,-14.366,351.512,C
17,18,7,8,196.36,0.05,0,-86.68,-22.337,353.788,C
17,18,8,9,153.03,0.07,0,58.86,-23.935,353.788,C
17,18,9,10,151.2,0.05,0,-39.76,-33.956,355.585,C
17,18,10,11,239.56,0.03,0,-32.82,-80.7,355.585,C
17,18,11,12,171.85,0.03,0,-12.27,-51.581,198.017,C
17,18,12,13,149.51,0.04,0,-25.98,-78.529,198.017,C
17,18,13,14,141.58,0.05,0,-9.19,-50.926,67.801,C
17,18,14,15,140.72,0.04,0,-67.65,-126.542,67.801,C
17,18,15,16,132.54,0.17,0,-122.13,-48.993,6.968,C
17,18,16,19,174.31,0.17,0,470.75,193.298,6.968,C
17,18,19,20,199.67,0.14,0,6.23,-150.248,14.184,C
17,18,20,21,268.82,0.12,0,10.61,-50.569,14.184,C
17,18,21,22,225.15,0,0,-17.58,-135.707,113.612,C
17,18,22,23,170.37,0.05,0,17.06,-51.345,113.612,C
17,18,23,24,123.29,0,0,-15.46,-52.033,278.437,C
18,19,1,2,135.95,0.27,0,136.1,-2.753,311.486,C
18,19,2,3,143.77,0.32,0,-51.89,-3.494,311.486,C
18,19,3,4,172.66,0.2,0,96.68,-5.157,315.258,C
18,19,4,5,136.82,0.05,0,30.34,-5.029,315.258,C
18,19,5,6,134.11,0.11,0,-7.76,-6.228,318.639,C
18,19,6,7,171.58,0.1,0,-21.94,-10.141,318.639,C
18,19,7,8,199.85,0.03,0,-85.24,-15.368,318.888,C
18,19,8,9,157.01,0.1,0,59.73,-16.099,318.888,C
18,19,9,10,156.13,0,0,-35.94,-21.669,313.93,C
18,19,10,11,250.37,0.04,0,-28.66,-49.641,313.93,C
18,19,11,12,182.28,0.02,0,-8.06,-52.109,301.757,C
18,19,12,13,160.3,0,0,-25.68,-73.321,301.757,C
18,19,13,14,157.45,0.03,0,6.33,-51.301,122.837,C
18,19,14,15,164.18,0.03,0,-45.78,-106.994,122.837,C
18,19,15,16,199,0.06,0,-85.91,-50.332,19.07,C
18,19,16,17,195.07,0.06,0,-74.15,-197.355,19.07,C
18,19,17,20,206.18,0.11,0,452.98,120.269,3.665,C
18,19,20,21,241.04,0.21,0,9.81,-46.869,3.665,C
18,19,21,22,204.07,0,0,-16.86,-164.841,60.905,C
18,19,22,23,158.77,0.03,0,17.32,-51.3,60.905,C
18,19,23,24,110.61,0.03,0,-15.48,-52.026,177.328,C
19,20,1,2,112.76,0.04,0,135.2,-1.911,309.502,C
19,20,2,3,94,0.16,0,-51.04,-1.892,309.502,C
19,20,3,4,130.39,0.21,0,97.51,-3.16,310.647,C
19,20,4,5,95.39,0.19,0,31.11,-2.807,310.647,C
19,20,5,6,101.29,0.18,0,-8.14,-3.694,312.785,C
19,20,6,7,121.13,0.12,0,-20.93,-5.522,312.785,C
19,20,7,8,146.82,0.09,0,-84.02,-8.558,314.235,C
19,20,8,9,111.43,0.13,0,60.41,-8.444,314.235,C
19,20,9,10,113.01,0.09,0,-32.9,-11.493,316.284,C
19,20,10,11,177.24,0.05,0,-25.45,-24.784,316.284,C
19,20,11,12,129.29,0.03,0,-4.77,-25.91,317.304,C
19,20,12,13,110.39,0.06,0,-25.31,-33.183,317.304,C
19,20,13,14,107.59,0.05,0,15.92,-52.055,319.203,C
19,20,14,15,107.27,0,0,-33.96,-90.828,319.203,C
19,20,15,16,138.84,0.05,0,-75.8,-50.993,69.23,C
19,20,16,17,137.03,0.05,0,-21.18,-125.82,69.23,C
19,20,17,18,199.52,0.12,0,-105.93,-48.628,4.594,C
19,20,18,21,187.87,0.19,0,473.18,137.366,4.594,C
19,20,21,22,217.42,0.03,0,-16.79,-247.612,21.467,C
19,20,22,23,178.21,0.04,0,18.66,-50.741,21.467,C
19,20,23,24,115.1,0.04,0,-14.91,-51.305,84.019,C
20,21,1,2,143.25,0.22,0,134.29,-2.066,309.979,C
20,21,2,3,151.54,0.27,0,-50.3,-2.572,309.979,C
20,21,3,4,189.33,0.16,0,98.15,-3.869,314.321,C
20,21,4,5,144.28,0.09,0,31.77,-3.538,314.321,C
20,21,5,6,139.87,0.1,0,-8.63,-4.206,317.418,C
20,21,6,7,184.25,0.1,0,-20.16,-6.819,317.418,C
20,21,7,8,212.56,0.09,0,-83.14,-9.909,319.87,C
20,21,8,9,167,0.09,0,60.79,-9.909,319.87,C
20,21,9,10,161.25,0.05,0,-30.61,-12.443,319.994,C
20,21,10,11,257.05,0.06,0,-23.34,-26.446,319.994,C
20,21,11,12,188.55,0.04,0,-2.6,-26.476,317.623,C
20,21,12,13,158.1,0.04,0,-25.35,-31.714,317.623,C
20,21,13,14,152.57,0.03,0,21.56,-45.312,313.505,C
20,21,14,15,149.04,0.03,0,-27.61,-70.826,313.505,C
20,21,15,16,208.23,0.07,0,-71.4,-51.022,92.373,C
20,21,16,17,186.93,0.04,0,5.07,-91.607,92.373,C
20,21,17,18,268.53,0.09,0,-57.5,-50.443,14.164,C
20,21,18,19,239.33,0.1,0,6.32,-179.835,14.164,C
20,21,19,22,236.59,0.12,0,339.79,130.56,3.467,C
20,21,22,23,254.36,0.07,0,15.9,-46.789,3.467,C
20,21,23,24,169.73,0.08,0,-14.31,-50.631,22.492,C
21,22,1,2,137.87,0.16,0,133.58,-1.599,290.775,C
