Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
1,2,3,4,227.6,0.11,0,-13.07,-179.089,14.832,2
1,2,4,5,251.2,0.1,0,-1.17,-49.415,14.832,2
1,2,5,6,230.56,0.09,0,-6.44,-147.559,120.639,2
1,2,6,7,163.87,0.08,0,-3.91,-52.438,120.639,2
1,2,7,8,276.31,0.07,0,10.51,-95.212,227.33,2
1,2,8,9,245.44,0.03,0,-24.99,-52.858,227.33,2
1,2,9,10,235.78,0.03,0,12.25,-55.215,370.795,2
1,2,10,11,197.71,0.11,0,9.69,-32.41,370.795,2
1,2,11,12,210.5,0.1,0,-2.36,-25.42,375.58,2
1,2,12,13,306.71,0.05,0,-5.16,-27.778,375.58,2
1,2,13,14,196.07,0.08,0,-2.72,-13.826,380.151,2
1,2,14,15,225.95,0.03,0,-20.38,-12.519,380.151,2
1,2,15,16,183.66,0.05,0,-4.86,-8.231,384.367,2
1,2,16,17,235.64,0.14,0,21.32,-8.58,384.367,2
1,2,17,18,163.35,0.07,0,-13.71,-4.934,387.148,2
1,2,18,19,181.87,0.1,0,1.5,-4.578,387.148,2
1,2,19,20,151.05,0,0,-2.57,-3.23,390.588,2
1,2,20,21,207.08,0.17,0,20.71,-3.764,390.588,2
1,2,21,22,164.54,0.16,0,-4.68,-2.566,390.9,2
1,2,22,23,215.3,0.13,0,1.2,-2.899,390.9,2
1,2,23,24,105.17,0.05,0,-7.15,-1.221,387.49,2
2,3,4,5,215.62,0.03,0,-2.65,-191.657,16.755,2
2,3,5,6,225.68,0.06,0,-6.39,-50.149,16.755,2
2,3,6,7,174.92,0.03,0,-3.36,-57.056,61.482,2
2,3,7,8,309.06,0.07,0,14.57,-50.404,61.482,2
2,3,8,9,279.67,0.05,0,-25.81,-84.25,198.746,2
2,3,9,10,276.53,0,0,13.16,-52.066,198.746,2
2,3,10,11,233.91,0.07,0,12.09,-54.074,366.024,2
2,3,11,12,253.17,0.07,0,-1.6,-40.968,366.024,2
2,3,12,13,373.14,0.06,0,-3.01,-44.171,368.167,2
2,3,13,14,240.91,0.08,0,-3.44,-21.389,368.167,2
2,3,14,15,281.49,0.09,0,-19.78,-19.304,369.7,2
2,3,15,16,231.46,0.06,0,-5.32,-12.471,369.7,2
2,3,16,17,304.56,0.06,0,22.16,-13.171,370.903,2
2,3,17,18,195.97,0.26,0,-14.45,-6.886,370.903,2
2,3,18,19,233.61,0.04,0,4.45,-6.781,372.061,2
2,3,19,20,189.78,0.2,0,-5.12,-4.591,372.061,2
2,3,20,21,268.95,0.18,0,21.89,-5.494,373.085,2
2,3,21,22,208.74,0.06,0,-4.69,-3.624,373.085,2
2,3,22,23,280.78,0.14,0,2.23,-4.193,374.403,2
2,3,23,24,131.62,0.17,0,-8.47,-1.698,374.403,2
3,4,2,1,232.92,3.49,0,197.52,43.478,3.519,2
3,4,5,6,211.39,0.02,0,-13.62,-255.128,22.75,2
3,4,6,7,167.77,0.03,0,-5.39,-50.623,22.75,2
3,4,7,8,285.01,0.05,0,15.33,-112.318,74.284,2
3,4,8,9,260.28,0,0,-27.92,-51.287,74.284,2
3,4,9,10,252.83,0.05,0,12.51,-98.365,256.673,2
3,4,10,11,216.69,0,0,11.78,-52.689,256.673,2
