Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
4,5,18,19,285.44,0.1,0,-0.03,-11.37,349.397,4
4,5,19,20,298.5,0.08,0,4.19,-9.677,352.1595,4
4,5,20,21,246.15,0.06,0,10.775,-6.7205,352.1595,4
4,5,21,22,233.805,0.09,0,-0.955,-5.3285,354.829,4
4,5,22,23,335.97,0.04,0,-5.88,-6.3965,354.829,4
4,5,23,24,149.935,0.24,0,-6.055,-2.4655,357.2645,4
5,6,1,2,215.57,0.105,0,136.82,-49.758,43.8535,4
5,6,2,3,192.385,0.1,0,-76.87,-110.1585,43.8535,4
5,6,3,4,185.99,0.14,0,-239.465,-48.0665,4.9695,4
5,6,4,7,197.365,0.19,0,602.87,153.8575,4.9695,4
5,6,7,8,184.065,0.045,0,12.465,-185.1965,19.1855,4
5,6,8,9,201.84,0.045,0,-25.065,-51.135,19.1855,4
5,6,9,10,305.735,0.015,0,8.825,-146.753,92.8615,4
5,6,10,11,210.385,0.025,0,15.435,-51.2745,92.8615,4
5,6,11,12,231.655,0.04,0,-4.18,-63.2485,179.925,4
5,6,12,13,306.42,0.045,0,9.86,-52.2255,179.925,4
5,6,13,14,253.59,0.11,0,-13.105,-60.057,380.758,4
5,6,14,15,240,0.06,0,-6.665,-40.3815,380.758,4
5,6,15,16,267.58,0.06,0,-2.58,-31.9835,379.558,4
5,6,16,17,216.255,0.11,0,10.18,-20.19,379.558,4
5,6,17,18,225.43,0.1,0,-11.17,-15.746,382.698,4
5,6,18,19,230.335,0.045,0,0.475,-12.7245,382.698,4
5,6,19,20,235.585,0.085,0,4.105,-10.385,385.1455,4
5,6,20,21,210.43,0.1,0,10.77,-7.76,385.1455,4
5,6,21,22,196.65,0.12,0,-0.91,-5.959,387.893,4
5,6,22,23,272.33,0.045,0,-5.8,-6.8145,387.893,4
5,6,23,24,127.98,0.145,0,-6.28,-2.739,390.6455,4
6,7,1,2,195.43,0.035,0,159.285,-50.7355,100.127,4
6,7,2,3,182.385,0.03,0,-24.73,-96.2565,100.127,4
6,7,3,4,184.48,0.105,0,-65.88,-50.467,20.7895,4
6,7,4,5,161.85,0.095,0,-260.915,-175.5355,20.7895,4
6,7,5,8,170.55,0.1,0,572.64,181.2815,6.796,4
6,7,8,9,136.36,0.085,0,-29.14,-48.7965,6.796,4
6,7,9,10,256.35,0,0,7.79,-167.3525,56.0275,4
6,7,10,11,185.695,0.01,0,15.685,-50.4785,56.0275,4
6,7,11,12,214.365,0.04,0,-4.905,-66.9265,125.436,4
6,7,12,13,284.285,0,0,9.795,-51.616,125.436,4
6,7,13,14,247.18,0.035,0,-13.895,-77.3485,352.2695,4
6,7,14,15,228.965,0.055,0,-7,-49.0815,352.2695,4
6,7,15,16,268.815,0.07,0,-3.025,-46.512,397.665,4
6,7,16,17,197.065,0.115,0,10.025,-25.199,397.665,4
6,7,17,18,229.29,0.06,0,-11.455,-21.629,398.256,4
6,7,18,19,232.425,0.06,0,0.66,-16.914,398.256,4
6,7,19,20,242.61,0.06,0,3.965,-13.9055,401.081,4
6,7,20,21,202.85,0.09,0,10.665,-9.4435,401.081,4
6,7,21,22,191.965,0.1,0,-0.915,-7.274,403.452,4
6,7,22,23,280.26,0.065,0,-5.815,-8.7025,403.452,4
6,7,23,24,123.63,0.105,0,-6.45,-3.219,403.579,4
7,8,1,2,271.245,0,0,168.38,-51.2425,124.767,4
7,8,2,3,270.85,0.015,0,-2.53,-89.207,124.767,4
7,8,3,4,276.32,0.055,0,-18.185,-50.3745,34.41,4
7,8,4,5,257.335,0.06,0,-117.43,-117.949,34.41,4
7,8,5,6,184.685,0.195,0,-216.56,-47.55,5.0585,4
7,8,6,9,213.495,0.14,0,570.51,171.498,5.0585,4
7,8,9,10,212.97,0.155,0,1.035,-245.7925,21.816,4
7,8,10,11,176.26,0.14,0,15.02,-50.922,21.816,4
7,8,11,12,228,0.035,0,-4.975,-72.3615,59.8235,4
7,8,12,13,318.485,0.03,0,10.13,-50.5385,59.8235,4
7,8,13,14,271.67,0.04,0,-13.68,-83.687,204.728,4
7,8,14,15,269.955,0.025,0,-6.7,-52.2915,204.728,4
7,8,15,16,304.235,0.06,0,-2.855,-74.0305,384.0505,4
7,8,16,17,250.255,0.055,0,10.235,-42.37,384.0505,4
7,8,17,18,269.415,0.045,0,-11.485,-33.589,386.201,4
7,8,18,19,278.84,0.07,0,0.955,-26.0345,386.201,4
7,8,19,20,289.635,0.05,0,4.015,-20.993,388.625,4
7,8,20,21,261.75,0.075,0,10.65,-14.789,388.625,4
7,8,21,22,245.015,0.105,0,-0.865,-11.1635,390.797,4
7,8,22,23,347.23,0.09,0,-5.78,-12.8895,390.797,4
7,8,23,24,158.605,0.135,0,-6.55,-4.84,391.1435,4
8,9,1,2,240.83,0.04,0,172.435,-52.174,228.9125,4
8,9,2,3,247.135,0.04,0,10.72,-85.3825,228.9125,4
8,9,3,4,262.74,0.04,0,-4.735,-50.5545,72.5435,4
8,9,4,5,268.025,0.035,0,-81.085,-102.858,72.5435,4
8,9,5,6,202.565,0.11,0,-91.42,-50.275,18.818,4
8,9,6,7,136.345,0.08,0,-196.255,-137.0055,18.818,4
8,9,7,10,168.62,0.1,0,535.385,189.2645,7.1805,4
8,9,10,11,137.6,0.12,0,14.27,-49.103,7.1805,4
8,9,11,12,202.04,0.015,0,-5.23,-85.477,32.874,4
8,9,12,13,296.38,0.025,0,10.23,-50.315,32.874,4
8,9,13,14,246.755,0.015,0,-14.08,-90.184,137.0055,4
8,9,14,15,252.095,0.02,0,-6.795,-51.9295,137.0055,4
8,9,15,16,278.515,0.07,0,-3.345,-91.533,337.593,4
8,9,16,17,242.075,0.06,0,10.095,-47.868,337.593,4
8,9,17,18,251.17,0.05,0,-11.765,-43.8145,392.387,4
8,9,18,19,263.055,0.075,0,1.005,-33.2355,392.387,4
8,9,19,20,271.04,0.045,0,3.935,-25.7505,391.2035,4
8,9,20,21,255.515,0.07,0,10.53,-18.359,391.2035,4
8,9,21,22,237.125,0.07,0,-0.88,-13.5465,393.679,4
8,9,22,23,333.885,0.085,0,-5.835,-15.347,393.679,4
8,9,23,24,153.095,0.11,0,-6.66,-5.7225,396.071,4
9,10,1,2,321.105,0.085,0,174.89,-52.392,279.71,4
9,10,2,3,325.925,0.055,0,19.84,-82.297,279.71,4
9,10,3,4,367.72,0.03,0,0.885,-50.947,102.6365,4
9,10,4,5,413.315,0.03,0,-66.725,-94.0345,102.6365,4
9,10,5,6,306.755,0.075,0,-48.98,-50.523,33.471,4
9,10,6,7,256.045,0.085,0,-91.68,-100.6515,33.471,4
9,10,7,8,211.83,0.275,0,-183.775,-46.8045,4.2085,4
9,10,8,11,240.715,0.15,0,576.415,157.8315,4.2085,4
9,10,11,12,195.295,0.115,0,-13.035,-121.1275,11.8855,4
9,10,12,13,330.29,0.085,0,8.47,-50.4035,11.8855,4
9,10,13,14,322.53,0.03,0,-13.835,-96.0175,63.613,4
9,10,14,15,330.295,0.035,0,-6.51,-50.976,63.613,4
9,10,15,16,396.025,0.02,0,-3.015,-109.678,186.31,4
9,10,16,17,296.82,0.05,0,10.485,-52.298,186.31,4
9,10,17,18,364.645,0.07,0,-11.575,-61.9075,297.665,4
9,10,18,19,373.72,0.05,0,1.3,-45.093,297.665,4
9,10,19,20,409.16,0.095,0,4.545,-52.6705,389.958,4
9,10,20,21,339.95,0.07,0,10.59,-32.2415,389.958,4
9,10,21,22,331.99,0.03,0,-0.765,-24.54,392.716,4
9,10,22,23,491.56,0.07,0,-5.76,-28.74,392.716,4
9,10,23,24,215.22,0.135,0,-6.69,-9.9955,392.3265,4
10,11,1,2,215.02,0.07,0,175.94,-37.8455,396.5315,4
10,11,2,3,224.93,0.085,0,25.905,-56.2165,396.5315,4
10,11,3,4,249.66,0.035,0,3.555,-52.076,224.304,4
10,11,4,5,271.775,0.03,0,-59.695,-88.466,224.304,4
10,11,5,6,209.82,0.035,0,-27.835,-50.5895,91.9735,4
10,11,6,7,183.785,0.01,0,-65.065,-86.754,91.9735,4
10,11,7,8,175.06,0.075,0,-88.925,-50.3395,21.713,4
10,11,8,9,135.83,0.07,0,-114.01,-157.879,21.713,4
10,11,9,12,168.625,0.175,0,489.045,140.8145,5.247,4
10,11,12,13,172.835,0.16,0,9.865,-48.0895,5.247,4
10,11,13,14,182.25,0.04,0,-12.985,-114.272,48.346,4
10,11,14,15,198.885,0.02,0,-6.035,-50.462,48.346,4
10,11,15,16,243.205,0.015,0,-3.285,-116.75,173.898,4
10,11,16,17,201.345,0.025,0,10.52,-52.028,173.898,4
10,11,17,18,235.865,0.035,0,-11.755,-69.6735,325.8945,4
10,11,18,19,246.72,0.05,0,1.395,-49.094,325.8945,4
10,11,19,20,267.705,0.055,0,4.325,-48.399,401.403,4
10,11,20,21,237.945,0.05,0,10.49,-30.686,401.403,4
10,11,21,22,230.78,0.05,0,-0.78,-22.5825,403.6905,4
10,11,22,23,336.215,0.04,0,-5.845,-25.4945,403.6905,4
10,11,23,24,153.17,0.09,0,-6.765,-9.1225,406.0705,4
11,12,1,2,223.76,0.05,0,176.38,-30.8595,429.547,4
11,12,2,3,238.26,0.065,0,30.465,-45.331,429.547,4
11,12,3,4,268.195,0.045,0,5.255,-52.2505,313.1125,4
11,12,4,5,295.625,0.035,0,-55.195,-84.5305,313.1125,4
11,12,5,6,232.07,0.04,0,-15.235,-51.362,147.1855,4
11,12,6,7,213.94,0.03,0,-54.945,-81.38,147.1855,4
11,12,7,8,227.57,0.035,0,-49.78,-50.2715,41.8465,4
11,12,8,9,199.68,0.045,0,-39.26,-112.172,41.8465,4
11,12,9,10,195.17,0.215,0,-182.76,-47.881,4.668,4
11,12,13,14,120.105,0.08,0,-12.475,-153.474,24.107,4
11,12,14,15,158.825,0.09,0,-5.825,-50.777,24.107,4
11,12,15,16,208.235,0.015,0,-2.66,-124.496,107.772,4
11,12,16,17,187.535,0.015,0,10.92,-50.8105,107.772,4
11,12,17,18,220.105,0.015,0,-11.645,-77.639,240.587,4
11,12,18,19,233.99,0.015,0,1.685,-52.089,240.587,4
11,12,19,20,257.2,0.055,0,4.835,-70.8515,437.8565,4
11,12,20,21,235.965,0.015,0,10.54,-45.727,437.8565,4
11,12,21,22,231.11,0.085,0,-0.695,-32.605,439.0615,4
11,12,22,23,336.39,0.075,0,-5.785,-35.494,439.0615,4
11,12,23,24,154.725,0.06,0,-6.775,-12.562,438.398,4
12,13,1,2,292.12,0.055,0,176.05,-32.9785,466.6195,4
12,13,2,3,317.86,0.085,0,33.73,-48.1845,466.6195,4
12,13,3,4,348.915,0.05,0,6.22,-52.357,339.48,4
12,13,4,5,377.155,0.03,0,-52.785,-80.6745,339.48,4
12,13,5,6,308.035,0.015,0,-7.07,-51.041,174.9085,4
12,13,6,7,284.995,0.02,0,-50.115,-75.7245,174.9085,4
12,13,7,8,318.76,0.04,0,-30.7,-50.06,59.209,4
12,13,8,9,294.285,0.05,0,-10.625,-92.5515,59.209,4
12,13,9,10,331.615,0.265,0,-124.36,-50.381,11.799,4
12,13,10,11,173.62,0.095,0,-119.305,-108.335,11.799,4
12,13,14,15,149.41,0.3,0,-12.785,-140.479,17.609,4
12,13,15,16,216.98,0.295,0,-3.705,-50.5865,17.609,4
12,13,16,17,226.84,0.045,0,11.83,-90.56,72.8755,4
12,13,17,18,261.015,0.03,0,-11.51,-50.0015,72.8755,4
12,13,18,19,283.17,0,0,8.12,-73.206,171.331,4
12,13,19,20,323.265,0.01,0,-1.955,-51.45,171.331,4
12,13,20,21,309.755,0,0,10.495,-76.329,398.427,4
12,13,21,22,302.835,0.045,0,-0.885,-52.823,398.427,4
12,13,22,23,436.52,0.04,0,-5.81,-66.6585,476.5435,4
12,13,23,24,202.6,0.025,0,-6.98,-23.3945,476.5435,4
13,14,1,2,235.81,0.07,0,175.485,-19.237,437.9925,4
13,14,2,3,252.485,0.09,0,36.07,-26.6955,437.9925,4
13,14,3,4,289.79,0.05,0,6.87,-41.6085,443.621,4
13,14,4,5,324.985,0.055,0,-51.44,-64.436,443.621,4
13,14,5,6,255.06,0.02,0,-1.95,-52.266,339.4175,4
13,14,6,7,248.495,0.04,0,-47.615,-73.1605,339.4175,4
13,14,7,8,273.22,0.04,0,-20.36,-50.6955,128.678,4
13,14,8,9,246.59,0.05,0,-2.775,-82.671,128.678,4
13,14,9,10,324.14,0.105,0,-101.15,-49.855,34.367,4
13,14,10,11,183.475,0.125,0,-44.725,-76.365,34.367,4
13,14,11,12,120.51,0.115,0,-113.845,-48.594,7.653,4
13,14,12,15,177.715,0.19,0,493.44,214.402,7.653,4
13,14,15,16,182.69,0.195,0,-10.405,-203.3935,20.735,4
13,14,16,17,189.715,0.195,0,11.015,-50.073,20.735,4
13,14,17,18,245.905,0.03,0,-11.38,-93.5015,78.1785,4
13,14,18,19,262.695,0.015,0,4.96,-50.5705,78.1785,4
13,14,19,20,314.75,0.02,0,2.83,-94.8685,201.4025,4
13,14,20,21,272.84,0.01,0,10.29,-51.9945,201.4025,4
13,14,21,22,278.055,0.04,0,-0.84,-56.3815,331.891,4
13,14,22,23,413.29,0.05,0,-6.035,-56.7635,331.891,4
13,14,23,24,186.29,0.04,0,-6.915,-27.018,449.482,4
14,15,1,2,217.64,0.05,0,174.895,-14.428,456.007,4
14,15,2,3,239.46,0.085,0,38.385,-20.098,456.007,4
14,15,3,4,271.23,0.055,0,7.73,-30.049,458.547,4
14,15,4,5,296.96,0.085,0,-50.085,-44.195,458.547,4
14,15,5,6,240.735,0.045,0,2.555,-49.052,460.906,4
14,15,6,7,226.87,0.05,0,-45.425,-66.6725,460.906,4
14,15,7,8,268.755,0.035,0,-12.29,-51.761,203.4795,4
14,15,8,9,249.625,0.05,0,0.48,-77.2315,203.4795,4
14,15,9,10,328.09,0.05,0,-87.615,-49.8895,61.7255,4
14,15,10,11,198.275,0.035,0,-15.49,-63.3455,61.7255,4
14,15,11,12,158.15,0.11,0,-53.58,-50.5305,24.0925,4
14,15,12,13,148.35,0.09,0,-172.96,-189.237,24.0925,4
14,15,13,16,162.835,0.165,0,532.525,229.9105,10.2065,4
14,15,16,17,138.53,0.22,0,-3.49,-48.3085,10.2065,4
14,15,17,18,175.42,0.035,0,-11.09,-107.747,46.3715,4
14,15,18,19,204.03,0.055,0,3.98,-50.1015,46.3715,4
14,15,19,20,246.96,0.045,0,4.67,-100.3475,150.0555,4
14,15,20,21,242.47,0,0,10.515,-51.562,150.0555,4
14,15,21,22,245.25,0.03,0,-0.53,-57.874,250.676,4
14,15,22,23,351.365,0.015,0,-5.815,-55.6605,250.676,4
14,15,23,24,167.645,0.065,0,-6.795,-33.9565,460.2195,4
15,16,1,2,234.92,0.08,0,175.1,-13.8085,505.2485,4
15,16,2,3,255.485,0.06,0,40.115,-18.796,505.2485,4
15,16,3,4,301.005,0.05,0,8.195,-28.2895,508.098,4
15,16,4,5,343.48,0.06,0,-49.545,-41.9045,508.098,4
15,16,5,6,269.355,0.055,0,5.59,-43.1895,502.007,4
15,16,6,7,269.52,0.055,0,-44.3,-59.1255,502.007,4
15,16,7,8,305.955,0.015,0,-6.735,-51.9055,286.415,4
15,16,8,9,278.94,0.045,0,0.975,-73.22,286.415,4
15,16,9,10,397.87,0.035,0,-78.445,-51.1825,105.6845,4
15,16,10,11,246.1,0.045,0,-1.84,-60.0185,105.6845,4
15,16,11,12,209.83,0.035,0,-29.705,-49.54,46.214,4
15,16,12,13,216.685,0.07,0,-126.335,-131.7295,46.214,4
15,16,13,14,182.04,0.53,0,-59.7,-45.7935,4.7585,4
15,16,14,17,201.85,0.23,0,500.155,150.985,4.7585,4
15,16,17,18,175.785,0.165,0,-24.815,-160.0115,18.928,4
15,16,18,19,218.045,0.175,0,24.035,-49.876,18.928,4
15,16,19,20,308.145,0.05,0,-14.175,-110.635,71.382,4
15,16,20,21,265.735,0.04,0,10.65,-49.585,71.382,4
15,16,21,22,288.41,0.035,0,-0.375,-58.79,147.1005,4
15,16,22,23,437.055,0.015,0,-5.675,-52.3555,147.1005,4
15,16,23,24,198.07,0.07,0,-6.955,-49.6865,422.4325,4
16,17,1,2,188.015,0.17,0,174.77,-7.892,453.2665,4
16,17,2,3,217.6,0.125,0,41.6,-11.1105,453.2665,4
16,17,3,4,236.1,0.08,0,8.695,-15.6125,459.83,4
16,17,4,5,248.875,0.09,0,-49.1,-21.2075,459.83,4
16,17,5,6,217.58,0.05,0,8.035,-24.001,465.17,4
16,17,6,7,197.195,0.05,0,-43.4,-29.4825,465.17,4
16,17,7,8,250.365,0.07,0,-2.77,-48.3845,448.442,4
16,17,8,9,240.98,0.04,0,0.69,-65.6535,448.442,4
16,17,9,10,298.355,0,0,-72.145,-53.978,190.882,4
16,17,10,11,203.11,0.015,0,5.87,-58.6215,190.882,4
16,17,11,12,188.83,0.05,0,-16.385,-50.421,106.373,4
16,17,12,13,223.9,0.04,0,-110.43,-115.974,106.373,4
16,17,13,14,188.555,0.225,0,-4.23,-49.707,20.776,4
16,17,14,15,138.705,0.215,0,-133.365,-134.2015,20.776,4
16,17,15,18,168.165,0.265,0,494.84,157.821,7.035,4
16,17,18,19,147.885,0.375,0,25.075,-45.999,7.035,4
16,17,19,20,215.825,0.085,0,-18.865,-132.186,49.4245,4
16,17,20,21,230.65,0.055,0,10.54,-49.8105,49.4245,4
16,17,21,22,244.965,0.035,0,-0.295,-61.7325,99.0475,4
16,17,22,23,340.415,0.035,0,-5.72,-50.2125,99.0475,4
16,17,23,24,163.595,0.05,0,-6.965,-52.64,358.5115,4
17,18,1,2,195.885,0.115,0,174.32,-6.746,439.3715,4
17,18,2,3,207.78,0.13,0,42.935,-8.66,439.3715,4
17,18,3,4,248.09,0.13,0,9.18,-12.934,444.103,4
17,18,4,5,283.9,0.115,0,-48.83,-18.583,444.103,4
17,18,5,6,226.76,0.075,0,10.01,-18.787,442.993,4
17,18,6,7,229.535,0.06,0,-42.745,-24.9205,442.993,4
17,18,7,8,270.695,0.03,0,0.34,-39.1985,446.732,4
17,18,8,9,250.71,0.02,0,0.35,-49.723,446.732,4
17,18,9,10,365.85,0.05,0,-67.015,-55.4375,286.843,4
17,18,10,11,238.245,0.03,0,11.305,-57.55,286.843,4
17,18,11,12,222.17,0,0,-7.24,-51.4445,160.049,4
17,18,12,13,258.86,0.05,0,-101.105,-107.3765,160.049,4
17,18,13,14,245.125,0.035,0,12.34,-49.9395,42.2535,4
17,18,14,15,176.295,0.015,0,-86.53,-99.467,42.2535,4
17,18,15,16,175.655,0.29,0,-118.32,-46.309,5.5805,4
17,18,16,19,182.045,0.205,0,577.5,151.78,5.5805,4
17,18,19,20,161.255,0.07,0,-57.425,-195.815,22.432,4
17,18,20,21,170.915,0.1,0,10.555,-49.9745,22.432,4
17,18,21,22,212.185,0.015,0,-0.135,-69.551,62.1165,4
17,18,22,23,323.16,0.015,0,-5.66,-50.151,62.1165,4
17,18,23,24,153.175,0.045,0,-6.935,-52.0995,229.8775,4
18,19,1,2,188.8,0.28,0,173.75,-5.19,423.717,4
18,19,2,3,210.745,0.34,0,44.01,-6.9925,423.717,4
18,19,3,4,242.035,0.165,0,9.53,-9.855,432.367,4
18,19,4,5,272.685,0.19,0,-48.77,-13.5765,432.367,4
18,19,5,6,224.865,0.13,0,11.515,-14.1265,432.2055,4
18,19,6,7,222.675,0.13,0,-42.35,-17.6915,432.2055,4
18,19,7,8,269.595,0.09,0,2.645,-28.0525,433.1695,4
18,19,8,9,253.825,0.07,0,-0.275,-35.3555,433.1695,4
18,19,9,10,357.595,0.04,0,-63.195,-54.6425,372.5905,4
18,19,10,11,239.26,0.025,0,14.935,-53.9975,372.5905,4
18,19,11,12,227.17,0.035,0,-0.46,-51.864,244.1125,4
18,19,12,13,273.71,0.045,0,-94.605,-101.306,244.1125,4
18,19,13,14,252.57,0.08,0,18.34,-49.6595,77.987,4
18,19,14,15,200.34,0.08,0,-66.975,-84.224,77.987,4
18,19,15,16,212.655,0.215,0,-78.56,-48.7995,18.677,4
18,19,16,17,146.43,0.205,0,-55.665,-160.276,18.677,4
18,19,17,20,180.485,0.155,0,471.99,164.6375,6.0145,4
18,19,20,21,153.955,0.125,0,10.415,-44.694,6.0145,4
18,19,21,22,228.66,0.105,0,-2.575,-85.6295,27.777,4
18,19,22,23,344.82,0.1,0,-5.895,-49.4575,27.777,4
18,19,23,24,164.29,0.03,0,-6.87,-51.5015,119.081,4
19,20,1,2,203.87,0.29,0,173.295,-4.8755,437.887,4
19,20,2,3,211.085,0.16,0,45.16,-6.0035,437.887,4
19,20,3,4,265.365,0.2,0,10.095,-9.202,446.0205,4
19,20,4,5,301.155,0.165,0,-48.495,-12.6605,446.0205,4
19,20,5,6,243.93,0.11,0,13.025,-12.8405,453.007,4
19,20,6,7,248.63,0.18,0,-41.75,-16.318,453.007,4
19,20,7,8,299.405,0.12,0,4.875,-24.8975,451.403,4
19,20,8,9,276.675,0.12,0,-0.43,-29.983,451.403,4
19,20,9,10,421.97,0.1,0,-59.55,-47.989,387.0195,4
19,20,10,11,277.69,0.085,0,18.205,-44.51,387.0195,4
19,20,11,12,266.705,0.08,0,5.19,-52.3745,338.288,4
19,20,12,13,325.275,0.075,0,-89.125,-99.005,338.288,4
19,20,13,14,320.25,0.035,0,20.855,-50.645,124.263,4
19,20,14,15,251.925,0.035,0,-53.865,-78.9895,124.263,4
19,20,15,16,313.41,0.09,0,-64.12,-49.863,37.9795,4
19,20,16,17,215.465,0.085,0,-7.74,-114.634,37.9795,4
19,20,17,18,160.155,0.205,0,-40.815,-47.609,5.778,4
19,20,18,21,185.19,0.185,0,439.015,165.8455,5.778,4
19,20,21,22,145.45,0.105,0,-20.555,-119.975,15.4965,4
19,20,22,23,265.21,0.095,0,-5.52,-49.5215,15.4965,4
19,20,23,24,138.23,0.02,0,-6.58,-50.022,72.916,4
20,21,1,2,177.995,0.195,0,172.665,-3.926,475.9025,4
20,21,2,3,204.335,0.16,0,45.97,-5.2865,475.9025,4
20,21,3,4,226.285,0.085,0,10.355,-7.056,480.3555,4
20,21,4,5,247.27,0.105,0,-48.68,-9.284,480.3555,4
20,21,5,6,94.48,0.05,0,13.975,-4.446,5246.766,4
20,21,6,7,112.57,0.03,0,-41.64,-6.509,5246.766,4
20,21,7,8,264.595,0.02,0,6.525,-18.52,481.901,4
20,21,8,9,255.99,0.06,0,-1.335,-22.7335,481.901,4
