Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
4,5,11,12,267.94,0.06,0,26.68,-70.761,278.769,C
4,5,12,13,209.11,0.03,0,-22.67,-36.816,278.769,C
4,5,13,14,291.35,0.03,0,-7.87,-36.128,280.484,C
4,5,14,15,301.96,0.1,0,5.01,-27.232,280.484,C
4,5,15,16,268.2,0.03,0,-3.15,-17.65,272.908,C
4,5,16,17,402.28,0.14,0,-11.27,-20.365,272.908,C
4,5,17,18,182.14,0.11,0,18.43,-7.185,270.65,C
4,5,18,19,113.94,0.1,0,1.06,-3.595,270.65,C
4,5,19,20,394.26,0.18,0,-33.07,-10.205,273.229,C
4,5,20,21,302.74,0.25,0,27.76,-6.453,273.229,C
4,5,21,22,350.74,0.09,0,-0.36,-6.288,275.769,C
4,5,22,23,124.86,0.11,0,-24.96,-1.885,275.769,C
4,5,23,24,129.91,0.36,0,23.15,-1.679,277.661,C
5,6,1,2,281.67,0.07,0,193.13,-49.976,33.444,C
5,6,2,3,293.26,0.06,0,-107.2,-130.08,33.444,C
5,6,3,4,244.97,0.23,0,-235.04,-46.24,3.558,C
5,6,4,7,203.84,0.2,0,550.98,115.428,3.558,C
5,6,7,8,133.35,0.06,0,-4.61,-130.795,18.488,C
5,6,8,9,206.93,0.08,0,23.83,-50.741,18.488,C
5,6,9,10,214.6,0.05,0,-7.35,-87.019,76.432,C
5,6,10,11,254.5,0.03,0,0.97,-51.599,76.432,C
5,6,11,12,175.57,0.18,0,24.53,-83.366,313.271,C
5,6,12,13,136.58,0.17,0,-19.66,-40.533,313.271,C
5,6,13,14,192.65,0.14,0,-7.17,-38.579,317.076,C
5,6,14,15,201.66,0.12,0,5.42,-28.268,317.076,C
5,6,15,16,182.67,0.16,0,-2.9,-18.827,320.55,C
5,6,16,17,272.3,0.16,0,-12.22,-21.048,320.55,C
5,6,17,18,126.97,0.06,0,19.32,-7.62,323.549,C
5,6,18,19,77.73,0.21,0,0.8,-3.665,323.549,C
5,6,19,20,281.83,0.18,0,-33.07,-10.723,326.326,C
5,6,20,21,204.02,0.09,0,28.23,-6.307,326.326,C
5,6,21,22,249.55,0.12,0,-0.24,-6.406,329.023,C
5,6,22,23,80.55,0.54,0,-25.69,-1.723,329.023,C
5,6,23,24,99.26,0.46,0,23.08,-1.803,331.71,C
6,7,1,2,244.93,0.04,0,215.53,-50.688,78.018,C
6,7,2,3,268,0,0,-47.16,-110.923,78.018,C
6,7,3,4,221.48,0.16,0,-76.55,-49.976,17.013,C
6,7,4,5,138.65,0.13,0,-211.27,-125.143,17.013,C
6,7,5,8,198.59,0.12,0,466.94,118.683,3.755,C
6,7,8,9,224.75,0.03,0,15.68,-44.774,3.755,C
6,7,9,10,251.99,0.08,0,-8.87,-111.956,33.499,C
6,7,10,11,281.54,0.09,0,0.27,-50.035,33.499,C
6,7,11,12,190.06,0.11,0,22.58,-119.195,236.433,C
6,7,12,13,146.85,0.11,0,-18.26,-52.629,236.433,C
6,7,13,14,202.19,0.17,0,-6.91,-75.752,395.484,C
6,7,14,15,213.8,0.15,0,5.44,-53.401,395.484,C
6,7,15,16,191.56,0.06,0,-2.91,-34.106,402.73,C
6,7,16,17,292.5,0.06,0,-13.14,-37.875,402.73,C
6,7,17,18,133.96,0.12,0,19.94,-12.958,401.144,C
6,7,18,19,86.39,0,0,0.56,-6.428,401.144,C
6,7,19,20,291.44,0.08,0,-33.21,-16.824,396.074,C
6,7,20,21,233.98,0.12,0,28.54,-10.806,396.074,C
6,7,21,22,259.08,0.09,0,-0.22,-9.766,397.914,C
6,7,22,23,99.94,0.34,0,-26.27,-3.103,397.914,C
6,7,23,24,93.63,0.31,0,23.01,-2.432,399.532,C
7,8,1,2,422.43,0.03,0,225.55,-51.785,80.876,C
7,8,2,3,473.06,0.04,0,-21.91,-101.484,80.876,C
7,8,3,4,397.16,0.03,0,-45.67,-49.617,23.548,C
7,8,4,5,254.35,0.06,0,-42.25,-79.438,23.548,C
7,8,5,6,135.01,0.1,0,-258.58,-47.954,6.695,C
7,8,6,9,271.8,0.04,0,533.84,289.607,6.695,C
7,8,9,10,343.47,0.12,0,-13.78,-163.397,8.967,C
7,8,10,11,411.99,0.11,0,-1.43,-48.999,8.967,C
7,8,11,12,296.24,0,0,19.45,-132.182,84.105,C
7,8,12,13,232.97,0.03,0,-18.06,-51.974,84.105,C
7,8,13,14,325.44,0.03,0,-7.73,-77.774,157.665,C
7,8,14,15,352.93,0.05,0,4.75,-52.715,157.665,C
7,8,15,16,318.26,0.03,0,-3.66,-53.19,264.623,C
7,8,16,17,497.25,0.09,0,-14.7,-58.173,264.623,C
7,8,17,18,227.99,0.07,0,20.15,-24.177,329.813,C
7,8,18,19,153.93,0.06,0,0.2,-12.242,329.813,C
7,8,19,20,492.64,0.03,0,-33.62,-30.723,336.205,C
7,8,20,21,436.82,0.1,0,28.56,-21.404,336.205,C
7,8,21,22,437.97,0.1,0,-0.35,-17.085,334.562,C
7,8,22,23,197.5,0.13,0,-26.82,-6.26,334.562,C
7,8,23,24,156.05,0.1,0,22.97,-3.999,328.492,C
8,9,1,2,453.27,0.04,0,232.49,-51.499,119.929,C
8,9,2,3,519.67,0,0,-5.56,-94.468,119.929,C
8,9,3,4,466.09,0,0,-34.11,-51.534,41.683,C
8,9,4,5,332.25,0.05,0,-12.05,-73.471,41.683,C
8,9,5,6,208.84,0.04,0,-134.4,-50.475,18.223,C
8,9,6,7,222.01,0.03,0,-202.22,-214.633,18.223,C
8,9,7,10,242.5,0.14,0,497.68,136.003,3.524,C
8,9,10,11,252.76,0.13,0,1.1,-47.253,3.524,C
8,9,11,12,201.56,0.05,0,21.43,-163.432,61.137,C
8,9,12,13,158.94,0.04,0,-16.34,-51.551,61.137,C
8,9,13,14,235.86,0,0,-5.59,-80.702,128.994,C
8,9,14,15,266.91,0,0,6.01,-52.187,128.994,C
8,9,15,16,245.96,0.06,0,-2.29,-52.51,225.356,C
8,9,16,17,381.05,0.08,0,-13.92,-54.234,225.356,C
8,9,17,18,182.99,0.09,0,21.16,-22.836,282.276,C
8,9,18,19,126.2,0.08,0,0.29,-11.454,282.276,C
8,9,19,20,421.74,0.14,0,-33.02,-28.975,284.9,C
8,9,20,21,339.09,0.08,0,29.16,-17.92,284.9,C
8,9,21,22,375.93,0.12,0,0.06,-15.746,287.393,C
8,9,22,23,146.2,0.12,0,-27.15,-4.899,287.393,C
8,9,23,24,137.19,0.17,0,23.04,-3.758,289.14,C
9,10,1,2,418.75,0,0,235.95,-52.16,197.223,C
9,10,2,3,503.71,0.03,0,3.02,-94.112,197.223,C
9,10,3,4,453.42,0.03,0,-29.11,-51.165,74.445,C
9,10,4,5,325.56,0.04,0,-3.33,-64.29,74.445,C
9,10,5,6,214.85,0.05,0,-104.1,-51.413,45.106,C
9,10,6,7,248.53,0.06,0,-86.45,-148.677,45.106,C
9,10,7,8,342.5,0.19,0,-111.84,-44.45,2.446,C
9,10,8,11,287.68,0.15,0,447.51,112.007,2.446,C
9,10,11,12,258.52,0.03,0,24.34,-255.932,18.661,C
9,10,12,13,204.56,0.04,0,-15.23,-50.626,18.661,C
9,10,13,14,276.15,0.03,0,-5.52,-95.31,65.058,C
9,10,14,15,298.14,0.04,0,5.88,-51.45,65.058,C
9,10,15,16,271.53,0,0,-2.71,-54.182,131.643,C
9,10,16,17,418.36,0.03,0,-14.89,-52.174,131.643,C
9,10,17,18,198.84,0.03,0,21.32,-37.552,299.023,C
9,10,18,19,129.21,0.03,0,0.02,-17.081,299.023,C
9,10,19,20,445.2,0.1,0,-33.27,-43.103,301.116,C
9,10,20,21,369.03,0.08,0,29.15,-26.796,301.116,C
9,10,21,22,403.91,0.05,0,-0.05,-22.324,297.953,C
9,10,22,23,166.69,0.15,0,-27.55,-7.239,297.953,C
9,10,23,24,144.35,0.15,0,23,-4.966,295.044,C
10,11,1,2,504.06,0.11,0,238.17,-52.459,235.406,C
10,11,2,3,606.45,0.09,0,8.85,-90.164,235.406,C
10,11,3,4,548.74,0.03,0,-26.21,-51.588,99.236,C
10,11,4,5,394.25,0.05,0,0.17,-59.302,99.236,C
10,11,5,6,254.21,0.03,0,-90.42,-51.422,76.259,C
10,11,6,7,278.06,0.05,0,-54.34,-112.493,76.259,C
10,11,7,8,410.93,0.15,0,-25.1,-48.978,8.987,C
10,11,8,9,252.6,0.15,0,-135.32,-120.425,8.987,C
10,11,9,12,286.12,0.16,0,432.65,167.823,3.685,C
10,11,12,13,237.96,0.19,0,-15.12,-46.525,3.685,C
10,11,13,14,345.2,0,0,-4.09,-113.644,24.822,C
10,11,14,15,384.28,0.05,0,6.28,-50.604,24.822,C
10,11,15,16,355.29,0,0,-2.42,-59.278,62.899,C
10,11,16,17,542.77,0,0,-15.06,-51.748,62.899,C
10,11,17,18,260.98,0.08,0,21.68,-71.54,289.359,C
10,11,18,19,171.12,0.1,0,-0.11,-31.272,289.359,C
10,11,19,20,582.55,0.05,0,-33.23,-75.66,293.775,C
10,11,20,21,495.08,0.1,0,29.38,-46.764,293.775,C
10,11,21,22,534.63,0.06,0,0.01,-38.251,296.698,C
10,11,22,23,224.64,0.03,0,-27.84,-12.363,296.698,C
10,11,23,24,194.24,0.12,0,23,-8.456,298.705,C
11,12,1,2,335.89,0.15,0,239.98,-35.704,330.601,C
11,12,2,3,409.46,0.08,0,13.66,-59.845,330.601,C
11,12,3,4,377.89,0.04,0,-23.82,-52.262,218.974,C
11,12,4,5,272.58,0,0,1.87,-56.546,218.974,C
11,12,5,6,179.47,0.06,0,-81.99,-52.338,192.398,C
11,12,6,7,195.77,0.07,0,-39.66,-99.914,192.398,C
11,12,7,8,304.9,0.03,0,-4.14,-50.373,31.142,C
11,12,8,9,207.18,0.06,0,-40.56,-85.57,31.142,C
11,12,9,10,266.26,0.3,0,-167.09,-45.172,3.198,C
11,12,13,14,151.4,0.07,0,-1.38,-156.486,19.483,C
11,12,14,15,194.68,0.03,0,6.31,-50.305,19.483,C
11,12,15,16,197.2,0.03,0,-1.9,-65.843,62.938,C
11,12,16,17,309.45,0.03,0,-15.02,-51.663,62.938,C
11,12,17,18,155.91,0.1,0,22.91,-77.965,329.909,C
11,12,18,19,101.4,0.07,0,0.17,-31.692,329.909,C
11,12,19,20,359.4,0.12,0,-32.43,-75.638,333.222,C
11,12,20,21,304.21,0.09,0,30.06,-44.815,333.222,C
11,12,21,22,342.57,0.09,0,0.41,-37.034,336.225,C
11,12,22,23,138.64,0.13,0,-27.98,-11.241,336.225,C
11,12,23,24,131.22,0.09,0,23.08,-8.234,338.283,C
12,13,1,2,251.53,0.08,0,240.67,-25.783,425.068,C
12,13,2,3,308.48,0.05,0,16.47,-42.16,425.068,C
12,13,3,4,287.41,0.05,0,-22.78,-53.266,419.21,C
12,13,4,5,210.27,0.05,0,1.95,-55.671,419.21,C
12,13,5,6,138.04,0.03,0,-77.08,-52.834,404.007,C
12,13,6,7,149.01,0.03,0,-32.65,-91.251,404.007,C
12,13,7,8,235.06,0.06,0,2.07,-49.648,79.627,C
12,13,8,9,160.27,0.05,0,-7.09,-67.704,79.627,C
12,13,9,10,208.14,0.18,0,-88.74,-49.839,18.054,C
12,13,10,11,237.58,0.19,0,-183.06,-227.559,18.054,C
12,13,14,15,150.59,0.14,0,-2.3,-173.933,21.771,C
12,13,15,16,173.23,0.13,0,-2.71,-50.019,21.771,C
12,13,16,17,261.29,0.04,0,-14.99,-201.143,145.107,C
12,13,17,18,134.97,0,0,22.17,-51.952,145.107,C
12,13,18,19,88.19,0.09,0,0.01,-52.812,395.063,C
12,13,19,20,301.75,0.04,0,-33.45,-112.932,395.063,C
12,13,20,21,256.11,0.08,0,30.13,-70.348,434.904,C
12,13,21,22,269.06,0.04,0,-0.19,-51.732,434.904,C
12,13,22,23,120.36,0.08,0,-28.11,-16.977,438.667,C
12,13,23,24,102.09,0.06,0,22.75,-10.799,438.667,C
13,14,1,2,334.23,0.2,0,240.84,-23.319,376.129,C
13,14,2,3,421.54,0.07,0,18.33,-38.234,376.129,C
13,14,3,4,391.74,0.07,0,-22.33,-47.773,379.286,C
13,14,4,5,288.86,0.03,0,1.5,-48.436,379.286,C
13,14,5,6,189.73,0.05,0,-73.98,-45.798,382.208,C
13,14,6,7,203.01,0.04,0,-28.75,-73.506,382.208,C
13,14,7,8,323.77,0.09,0,4.57,-50.806,103.523,C
13,14,8,9,234.08,0.07,0,7.44,-64.28,103.523,C
13,14,9,10,276.7,0.05,0,-56.81,-50.195,34.194,C
13,14,10,11,341.43,0.06,0,-136.45,-154.841,34.194,C
13,14,11,12,150.05,0.13,0,-135.86,-49.33,6.197,C
13,14,12,15,258.77,0.19,0,533.89,255.223,6.197,C
13,14,15,16,306.65,0.16,0,-26.04,-146.138,8.983,C
13,14,16,17,422.64,0.13,0,-15.43,-50.353,8.983,C
13,14,17,18,220.22,0,0,21.96,-168.586,144.297,C
13,14,18,19,134.92,0.05,0,-0.43,-51.643,144.297,C
13,14,19,20,460.54,0.02,0,-33.5,-99.068,141.917,C
13,14,20,21,382.58,0.05,0,29.91,-51.437,141.917,C
13,14,21,22,399.98,0.03,0,-0.4,-96.544,382.175,C
13,14,22,23,177.17,0.06,0,-28.7,-29.934,382.175,C
13,14,23,24,153.86,0.03,0,22.92,-19.052,385.136,C
14,15,1,2,347.3,0,0,241.04,-15.028,296.89,C
14,15,2,3,439.93,0.11,0,20.26,-24.227,296.89,C
14,15,3,4,412.2,0.1,0,-21.42,-29.455,296.325,C
14,15,4,5,307.67,0.06,0,1.3,-29.314,296.325,C
14,15,5,6,204.48,0,0,-71.02,-26.342,291.393,C
14,15,6,7,219.76,0.05,0,-25.18,-40.444,291.393,C
14,15,7,8,357.16,0.03,0,5.98,-51.851,153.247,C
14,15,8,9,270.19,0.04,0,17.13,-62.761,153.247,C
14,15,9,10,303.59,0.05,0,-43.35,-51.168,63.54,C
14,15,10,11,387.48,0.06,0,-120.63,-130.617,63.54,C
14,15,11,12,196.04,0.04,0,-65.29,-50.268,19.334,C
14,15,12,13,151.68,0.07,0,-120.6,-155.573,19.334,C
14,15,13,16,249.38,0.04,0,486.64,93.616,2.359,C
14,15,16,17,347.07,0.17,0,-9.27,-43.429,2.359,C
14,15,17,18,211.31,0.03,0,22.83,-207.988,74.212,C
14,15,18,19,130.54,0.02,0,-0.28,-51.395,74.212,C
14,15,19,20,452.9,0.04,0,-33.11,-110.319,91.828,C
14,15,20,21,369.48,0,0,30.2,-51.427,91.828,C
14,15,21,22,375.74,0.09,0,0.09,-103.84,291.719,C
14,15,22,23,171.13,0,0,-28.8,-31.53,291.719,C
14,15,23,24,150.67,0.1,0,23.05,-19.615,294.48,C
15,16,1,2,288.84,0.12,0,241.05,-8.641,256.576,C
15,16,2,3,373.8,0.12,0,21.93,-13.978,256.576,C
15,16,3,4,359.85,0.13,0,-20.78,-17.38,260.375,C
15,16,4,5,266.17,0.13,0,0.9,-16.712,260.375,C
15,16,5,6,181.91,0.07,0,-68.82,-15.396,263.235,C
15,16,6,7,193.9,0.11,0,-22.77,-22.565,263.235,C
15,16,7,8,322.23,0.03,0,6.97,-52.554,258.24,C
15,16,8,9,246.18,0,0,23.56,-60.227,258.24,C
15,16,9,10,274.16,0,0,-35.2,-51.702,124.414,C
15,16,10,11,356.5,0.03,0,-113.62,-117.653,124.414,C
15,16,11,12,197.15,0,0,-36.1,-51.356,49.101,C
15,16,12,13,172.22,0.06,0,-69.14,-112.156,49.101,C
15,16,13,14,307.75,0.19,0,-57.79,-45.627,2.795,C
15,16,14,17,232.32,0.18,0,428.18,103.331,2.795,C
15,16,17,18,176.29,0.04,0,26.46,-331.239,35.418,C
15,16,18,19,110.13,0.03,0,0.1,-51.732,35.418,C
15,16,19,20,401.13,0.06,0,-32.17,-128.843,60.546,C
15,16,20,21,322.16,0.04,0,30.66,-51.739,60.546,C
15,16,21,22,315.74,0.11,0,0.69,-126.376,264.066,C
15,16,22,23,146.38,0.07,0,-28.85,-36.619,264.066,C
15,16,23,24,132.66,0.12,0,23.19,-22.429,267.705,C
16,17,1,2,427.32,0.12,0,240.86,-10.218,252.404,C
16,17,2,3,547.24,0.18,0,23.22,-16.105,252.404,C
16,17,3,4,528.72,0.04,0,-20.35,-19.768,256.53,C
16,17,4,5,396.3,0.16,0,0.3,-18.858,256.53,C
16,17,5,6,271.33,0.1,0,-67.13,-16.649,254.456,C
16,17,6,7,290.81,0.06,0,-21.19,-23.792,254.456,C
16,17,7,8,487.57,0.04,0,7.4,-52.198,242.159,C
16,17,8,9,373.19,0.04,0,27.95,-57.076,242.159,C
16,17,9,10,413.26,0,0,-30.04,-51.724,132.116,C
16,17,10,11,532.84,0.03,0,-110.94,-106.704,132.116,C
16,17,11,12,303.65,0.07,0,-16.98,-51.228,63.602,C
16,17,12,13,256.76,0.07,0,-49.16,-86.635,63.602,C
16,17,13,14,417.83,0.06,0,-12.54,-49.982,9.019,C
16,17,14,15,340.77,0.05,0,-85.02,-163.053,9.019,C
16,17,15,18,318.85,0.05,0,414.68,288.057,5.676,C
16,17,18,19,163.28,0.07,0,1.68,-49.17,5.676,C
16,17,19,20,645.51,0.05,0,-29.37,-159.01,18.573,C
16,17,20,21,515.38,0.06,0,31.49,-50.782,18.573,C
16,17,21,22,462.92,0,0,0.47,-188.296,153.343,C
16,17,22,23,225.03,0.05,0,-29.08,-52.305,153.343,C
16,17,23,24,204.85,0.11,0,23.19,-49.728,256.249,C
17,18,1,2,202.52,0.2,0,240.63,-4.861,307.65,C
17,18,2,3,237.79,0.22,0,24.46,-6.93,307.65,C
17,18,3,4,255.28,0.18,0,-19.91,-9.226,309.952,C
17,18,4,5,171.22,0.22,0,-0.21,-7.735,309.952,C
17,18,5,6,132.56,0.15,0,-65.67,-7.678,312.229,C
17,18,6,7,132.2,0.07,0,-19.82,-9.954,312.229,C
17,18,7,8,237.37,0.03,0,7.9,-24.028,314.834,C
17,18,8,9,182.38,0.13,0,31.5,-25.385,314.834,C
17,18,9,10,203.94,0.13,0,-25.94,-40.845,317.116,C
17,18,10,11,266.17,0.12,0,-110.05,-79.962,317.116,C
17,18,11,12,157.96,0.04,0,-2.22,-52.087,217.548,C
17,18,12,13,136.96,0.05,0,-36.43,-79.037,217.548,C
17,18,13,14,226.03,0.03,0,4.33,-50.624,42.217,C
17,18,14,15,215.28,0.03,0,-33.99,-120.54,42.217,C
17,18,15,16,178.45,0.14,0,-176.7,-48.812,5.156,C
17,18,16,19,199.97,0.18,0,489.75,164.092,5.156,C
17,18,19,20,233.26,0,0,-25.15,-228.293,18.448,C
17,18,20,21,207.51,0.03,0,32.11,-50.772,18.448,C
17,18,21,22,179.08,0.09,0,2.72,-212.27,223.431,C
17,18,22,23,89.49,0.09,0,-28.7,-53.036,223.431,C
17,18,23,24,84.76,0.1,0,23.59,-40.766,317.302,C
18,19,1,2,120.27,0.39,0,240.22,-2.951,377.351,C
18,19,2,3,160.79,0.07,0,25.36,-4.734,377.351,C
18,19,3,4,154.12,0.14,0,-19.8,-5.56,380.817,C
18,19,4,5,119.14,0.16,0,-0.89,-5.29,380.817,C
18,19,5,6,81.87,0.06,0,-64.67,-4.587,384.461,C
18,19,6,7,89.69,0.14,0,-18.9,-6.396,384.461,C
18,19,7,8,153.65,0.1,0,7.72,-14.373,387.922,C
18,19,8,9,128,0.1,0,33.78,-15.965,387.922,C
18,19,9,10,131.06,0.09,0,-23.76,-22.591,389.886,C
18,19,10,11,173.26,0,0,-109.97,-42.663,389.886,C
18,19,11,12,102.06,0.03,0,6.89,-37.978,392.776,C
18,19,12,13,88.39,0,0,-28.99,-52.623,392.776,C
18,19,13,14,136.47,0,0,10.79,-51.197,141.427,C
18,19,14,15,130.94,0.02,0,-15.29,-98.242,141.427,C
18,19,15,16,110.13,0.03,0,-132.19,-50.23,34.39,C
18,19,16,17,163.01,0,0,-65.33,-297.399,34.39,C
18,19,17,20,156.97,0.19,0,422.29,119.417,4.78,C
18,19,20,21,189.34,0.24,0,34.04,-48.013,4.78,C
18,19,21,22,150.48,0.05,0,0.31,-254.365,127.451,C
18,19,22,23,76.08,0.03,0,-29.48,-51.443,127.451,C
18,19,23,24,72.58,0.04,0,22.98,-52.166,270.964,C
19,20,1,2,367.37,0.69,0,239.65,-4.403,218.918,C
19,20,2,3,518.64,0.19,0,26.03,-7.382,218.918,C
19,20,3,4,477.39,0.28,0,-19.72,-8.545,229.437,C
19,20,4,5,392.12,0.45,0,-1.71,-8.523,229.437,C
19,20,5,6,256.04,0.21,0,-63.77,-7.039,235.774,C
19,20,6,7,294.75,0.22,0,-18.25,-10.128,235.774,C
19,20,7,8,490.63,0.17,0,7.53,-21.904,240.677,C
19,20,8,9,418.43,0.1,0,35.54,-24.285,240.677,C
19,20,9,10,437.88,0.07,0,-22,-34.389,244.256,C
19,20,10,11,584.5,0.05,0,-110.06,-63.117,244.256,C
19,20,11,12,351.73,0.05,0,13.63,-52.252,235.218,C
19,20,12,13,301.34,0.04,0,-23.45,-67.148,235.218,C
19,20,13,14,462.79,0.09,0,14.41,-50.758,72.359,C
19,20,14,15,451.85,0.05,0,-4.77,-86.727,72.359,C
19,20,15,16,399.05,0.09,0,-116.03,-50.176,23.701,C
19,20,16,17,645.86,0,0,-32.14,-203.023,23.701,C
19,20,17,18,233.65,0.08,0,-72.07,-45.134,3.641,C
19,20,18,21,333.73,0.07,0,437.9,193.397,3.641,C
19,20,21,22,369.05,0.06,0,5.12,-333.166,17.017,C
19,20,22,23,222.51,0.05,0,-29.28,-50.219,17.017,C
19,20,23,24,227.11,0.03,0,23.14,-51.591,42.818,C
20,21,1,2,351.41,0.31,0,239.3,-2.95,180.403,C
20,21,2,3,413.6,0.41,0,26.98,-4.085,180.403,C
20,21,3,4,447.18,0.3,0,-19.33,-5.306,182.502,C
20,21,4,5,302.75,0.25,0,-2.16,-4.311,182.502,C
20,21,5,6,239.44,0.37,0,-62.82,-4.174,184.023,C
20,21,6,7,234.98,0.17,0,-17.42,-5.042,184.023,C
20,21,7,8,445.31,0.1,0,7.96,-12.014,185.106,C
20,21,8,9,339.6,0.15,0,37.63,-11.661,185.106,C
20,21,9,10,384.27,0.14,0,-19.81,-17.228,185.914,C
20,21,10,11,502.31,0.1,0,-107.85,-30.026,185.914,C
20,21,11,12,312.79,0.08,0,19.33,-25.805,186.607,C
20,21,12,13,255.63,0.1,0,-17.84,-30.128,186.607,C
20,21,13,14,388.79,0.05,0,17.22,-52.691,143.058,C
20,21,14,15,370.84,0.08,0,3.12,-80.414,143.058,C
20,21,15,16,324.02,0.06,0,-107.25,-51.549,59.977,C
20,21,16,17,519.36,0.08,0,-22.29,-165.253,59.977,C
20,21,17,18,208.24,0.04,0,-23.19,-50.523,18.293,C
20,21,18,19,189.75,0.03,0,-22.75,-184.143,18.293,C
20,21,19,22,250.05,0.14,0,361.01,147.085,3.696,C
20,21,22,23,244.61,0.15,0,-30.81,-47.962,3.696,C
20,21,23,24,259.47,0.06,0,24.46,-50.78,14.756,C
